 ,Label,Area,Mean,Perim.,Circ.,AR,Round,Solidity
1,red:0001-0301,204086,108.163,4322.014,0.137,1.164,0.859,0.643
2,green:0001-0301,204086,187.492,4322.014,0.137,1.164,0.859,0.643
3,blue:0001-0301,204086,53.005,4322.014,0.137,1.164,0.859,0.643
