img, part, ecd.nm, contrast, circ, a.r, round, solidity
4, 18, 84.89, 0.6128, 0.8614, 1.0388, 0.9626, 0.9689
4, 19, 71.01, 0.4897, 0.8491, 1.0237, 0.9769, 0.9621
4, 20, 83.79, 0.5941, 0.8808, 1.0439, 0.9580, 0.9708
4, 21, 92.81, 0.4845, 0.8969, 1.0153, 0.9849, 0.9761
4, 22, 42.55, 0.8319, 0.6398, 2.2347, 0.4475, 0.9641
4, 23, 76.82, 0.7109, 0.8918, 1.0175, 0.9828, 0.9751
4, 24, 60.50, 0.8481, 0.8899, 1.0362, 0.9651, 0.9616
4, 25, 78.55, 0.7508, 0.9007, 1.0220, 0.9785, 0.9728
4, 26, 85.72, 0.6126, 0.8962, 1.0097, 0.9904, 0.9754
4, 27, 89.25, 0.6484, 0.8895, 1.0337, 0.9674, 0.9758
4, 28, 77.15, 0.5278, 0.8842, 1.0368, 0.9645, 0.9710
4, 29, 84.11, 0.5404, 0.8876, 1.0182, 0.9822, 0.9718
4, 30, 80.87, 0.9179, 0.8954, 1.0125, 0.9877, 0.9734
4, 31, 68.52, 0.5440, 0.8937, 1.0070, 0.9931, 0.9702
4, 32, 89.60, 0.5375, 0.8668, 1.0357, 0.9656, 0.9730
4, 33, 61.48, 0.4127, 0.8078, 1.0615, 0.9421, 0.9514
4, 34, 10.24, 0.3101, 0.3518, 5.3832, 0.1858, 0.8750
4, 35, 81.71, 0.5520, 0.8486, 1.0164, 0.9839, 0.9661
4, 36, 62.47, 0.9305, 0.8669, 1.0168, 0.9835, 0.9641
4, 37, 70.91, 0.5301, 0.8718, 1.0307, 0.9702, 0.9646
4, 38, 58.98, 0.5297, 0.8960, 1.0135, 0.9867, 0.9664
4, 39, 62.96, 0.6703, 0.9105, 1.0442, 0.9577, 0.9686
4, 40, 71.47, 0.7405, 0.8939, 1.0540, 0.9488, 0.9706
4, 41, 48.69, 0.5197, 0.5852, 2.3512, 0.4253, 0.9627
4, 42, 89.13, 0.5837, 0.8743, 1.0257, 0.9750, 0.9715
4, 43, 69.52, 0.4971, 0.8848, 1.0346, 0.9665, 0.9654
4, 44, 72.84, 0.5834, 0.8875, 1.0127, 0.9874, 0.9657
4, 45, 57.68, 0.6700, 0.7707, 1.5831, 0.6317, 0.9747
4, 46, 83.03, 0.6936, 0.8856, 1.0264, 0.9743, 0.9699
4, 47, 77.36, 0.9186, 0.8931, 1.0211, 0.9793, 0.9723
4, 48, 95.72, 0.6619, 0.8852, 1.0121, 0.9881, 0.9755
4, 49, 87.35, 0.5837, 0.8935, 1.0221, 0.9784, 0.9765
4, 50, 80.90, 0.6280, 0.8821, 1.0204, 0.9800, 0.9687
4, 51, 65.80, 0.6900, 0.9036, 1.0076, 0.9924, 0.9645
4, 52, 65.57, 0.5472, 0.8790, 1.0293, 0.9715, 0.9677
4, 53, 19.22, 0.3738, 0.4075, 4.0741, 0.2455, 0.9099
4, 54, 56.70, 0.4922, 0.8814, 1.0121, 0.9880, 0.9627
4, 55, 85.08, 0.6031, 0.8623, 1.1443, 0.8739, 0.9788
4, 56, 64.32, 0.8093, 0.8843, 1.0132, 0.9869, 0.9669
4, 57, 66.04, 0.4758, 0.8595, 1.0098, 0.9903, 0.9644
4, 58, 62.59, 0.6390, 0.8972, 1.0630, 0.9408, 0.9692
4, 59, 98.80, 0.9173, 0.8977, 1.0161, 0.9841, 0.9766
4, 60, 89.16, 0.9370, 0.9038, 1.0198, 0.9806, 0.9729
4, 61, 77.02, 0.5601, 0.8752, 1.0184, 0.9820, 0.9701
4, 62, 83.86, 0.7209, 0.8916, 1.0126, 0.9876, 0.9757
4, 63, 87.23, 0.6597, 0.8937, 1.0520, 0.9506, 0.9750
4, 64, 71.27, 0.4619, 0.9010, 1.0951, 0.9131, 0.9713
4, 65, 86.75, 0.6923, 0.8874, 1.0278, 0.9729, 0.9729
4, 66, 95.74, 0.6138, 0.8818, 1.0200, 0.9804, 0.9738
4, 67, 36.50, 0.9706, 0.9177, 1.0208, 0.9796, 0.9589
4, 68, 20.31, 0.5844, 0.3786, 4.7698, 0.2097, 0.9186
4, 69, 70.24, 0.4599, 0.8845, 1.0160, 0.9842, 0.9653
4, 70, 64.07, 0.8956, 0.8972, 1.0092, 0.9909, 0.9654
4, 71, 72.49, 0.7822, 0.8995, 1.0060, 0.9940, 0.9724
4, 72, 72.34, 0.6438, 0.8855, 1.1053, 0.9047, 0.9793
4, 73, 45.92, 0.7831, 0.9005, 1.0353, 0.9659, 0.9611
4, 74, 84.27, 0.6984, 0.8909, 1.0107, 0.9894, 0.9734
4, 75, 76.34, 0.8290, 0.9012, 1.0272, 0.9735, 0.9729
4, 76, 67.64, 0.7453, 0.8782, 1.0082, 0.9919, 0.9660
4, 77, 76.43, 0.9564, 0.9014, 1.0114, 0.9888, 0.9715
4, 78, 78.38, 0.6047, 0.8651, 1.0074, 0.9927, 0.9726
4, 79, 66.75, 0.7149, 0.8991, 1.0089, 0.9912, 0.9708
4, 80, 79.65, 0.7841, 0.8866, 1.0335, 0.9676, 0.9684
4, 81, 73.43, 0.4880, 0.8928, 1.0420, 0.9597, 0.9706
4, 82, 90.54, 0.5834, 0.8919, 1.0300, 0.9709, 0.9741
4, 83, 60.73, 0.4467, 0.8343, 1.0295, 0.9713, 0.9577
4, 84, 71.53, 0.4832, 0.8342, 1.0200, 0.9804, 0.9665
4, 85, 93.11, 0.9447, 0.8822, 1.0158, 0.9844, 0.9743
4, 86, 74.38, 0.5730, 0.8807, 1.0188, 0.9816, 0.9703
4, 87, 59.93, 0.4787, 0.7850, 1.0379, 0.9635, 0.9539
4, 88, 93.41, 0.6309, 0.9049, 1.0129, 0.9873, 0.9771
4, 89, 80.91, 0.4874, 0.8862, 1.0232, 0.9773, 0.9699
4, 90, 86.47, 0.9166, 0.8992, 1.0127, 0.9875, 0.9719
4, 91, 74.84, 0.5029, 0.8354, 1.0307, 0.9702, 0.9582
4, 92, 52.77, 0.9021, 0.7190, 1.8967, 0.5272, 0.9684
4, 93, 84.20, 0.5301, 0.8970, 1.0215, 0.9790, 0.9755
4, 94, 88.12, 0.6904, 0.8969, 1.0076, 0.9925, 0.9720
4, 95, 85.97, 0.6089, 0.9151, 1.0223, 0.9782, 0.9782
4, 96, 76.93, 0.5365, 0.8582, 1.0190, 0.9814, 0.9635
4, 97, 73.97, 0.6713, 0.8809, 1.0278, 0.9730, 0.9694
4, 98, 60.11, 0.3352, 0.7095, 1.0110, 0.9891, 0.9463
4, 99, 73.88, 0.6099, 0.8634, 1.0213, 0.9792, 0.9665
4, 100, 65.30, 0.8106, 0.8865, 1.0231, 0.9774, 0.9691
4, 101, 83.57, 0.6862, 0.8779, 1.0150, 0.9853, 0.9708
4, 102, 75.84, 0.4687, 0.8284, 1.0214, 0.9791, 0.9643
4, 103, 78.47, 0.9431, 0.9037, 1.0264, 0.9743, 0.9754
4, 104, 67.56, 0.8601, 0.8770, 1.0150, 0.9852, 0.9651
4, 105, 74.27, 0.5427, 0.8669, 1.0136, 0.9866, 0.9676
4, 106, 61.32, 0.4053, 0.8132, 1.0140, 0.9861, 0.9600
4, 107, 84.61, 0.8849, 0.8959, 1.0333, 0.9677, 0.9720
4, 108, 91.50, 0.6406, 0.8832, 1.0260, 0.9746, 0.9732
4, 109, 86.30, 0.6461, 0.8680, 1.0074, 0.9927, 0.9740
4, 110, 69.21, 0.7809, 0.8937, 1.0014, 0.9986, 0.9685
4, 111, 61.64, 0.6015, 0.8751, 1.0292, 0.9716, 0.9682
4, 112, 65.03, 0.4884, 0.8650, 1.0355, 0.9657, 0.9627
4, 113, 80.06, 0.8562, 0.8989, 1.0107, 0.9894, 0.9739
4, 114, 68.49, 0.5637, 0.8631, 1.0436, 0.9582, 0.9647
4, 115, 59.77, 0.8028, 0.7602, 1.6784, 0.5958, 0.9837
4, 116, 76.15, 0.6477, 0.8901, 1.0535, 0.9492, 0.9762
4, 117, 60.56, 0.4813, 0.6669, 1.9482, 0.5133, 0.9691
4, 118, 26.51, 0.4567, 0.4089, 4.0176, 0.2489, 0.9352
5, 1, 60.96, 0.9340, 0.8325, 1.1936, 0.8378, 0.9844
5, 2, 81.32, 0.5899, 0.8596, 1.1618, 0.8608, 0.9776
5, 3, 80.59, 0.7694, 0.8795, 1.1408, 0.8766, 0.9790
5, 4, 43.55, 0.5925, 0.6490, 2.1076, 0.4745, 0.9680
5, 5, 65.30, 0.6960, 0.7533, 1.7049, 0.5865, 0.9798
5, 6, 50.38, 0.6046, 0.6158, 2.2616, 0.4422, 0.9610
5, 7, 79.20, 0.5188, 0.8794, 1.0094, 0.9907, 0.9696
5, 8, 80.17, 0.7012, 0.8878, 1.0122, 0.9879, 0.9728
5, 9, 78.88, 0.5340, 0.8770, 1.0154, 0.9848, 0.9671
5, 10, 75.20, 0.5184, 0.8628, 1.0218, 0.9787, 0.9631
5, 11, 31.31, 0.5676, 0.4420, 3.8692, 0.2585, 0.9500
5, 12, 47.44, 0.4641, 0.8677, 1.0290, 0.9718, 0.9604
5, 13, 89.58, 0.7354, 0.8746, 1.0262, 0.9745, 0.9706
5, 14, 84.83, 0.4622, 0.8865, 1.0546, 0.9482, 0.9736
5, 15, 73.18, 0.6184, 0.8680, 1.0424, 0.9593, 0.9634
5, 16, 73.43, 0.8959, 0.9086, 1.0751, 0.9301, 0.9720
5, 17, 79.75, 0.5475, 0.8963, 1.0191, 0.9813, 0.9703
5, 18, 82.96, 0.6439, 0.8555, 1.0115, 0.9886, 0.9712
5, 19, 80.49, 0.7833, 0.8548, 1.2143, 0.8235, 0.9810
5, 20, 40.75, 0.5728, 0.5654, 2.7064, 0.3695, 0.9636
5, 21, 84.44, 0.7558, 0.8910, 1.0110, 0.9892, 0.9746
5, 22, 73.60, 0.4308, 0.8659, 1.0191, 0.9813, 0.9651
5, 23, 83.59, 0.6429, 0.8732, 1.0301, 0.9708, 0.9720
5, 24, 64.02, 0.7060, 0.9024, 1.0444, 0.9575, 0.9701
5, 25, 71.01, 0.8084, 0.8815, 1.0127, 0.9875, 0.9699
5, 26, 91.31, 0.5243, 0.8884, 1.0396, 0.9619, 0.9718
5, 27, 86.27, 0.5058, 0.8907, 1.0207, 0.9797, 0.9708
5, 28, 71.12, 0.8858, 0.8983, 1.0151, 0.9851, 0.9686
5, 29, 56.28, 0.6578, 0.7898, 1.5847, 0.6310, 0.9743
5, 30, 81.12, 0.7322, 0.9003, 1.0137, 0.9865, 0.9750
5, 31, 83.16, 0.5501, 0.9007, 1.0358, 0.9655, 0.9739
5, 32, 77.76, 0.5398, 0.8863, 1.0182, 0.9821, 0.9670
5, 33, 91.21, 0.6226, 0.8977, 1.0256, 0.9750, 0.9770
5, 34, 70.87, 0.5129, 0.8585, 1.0232, 0.9773, 0.9679
5, 35, 74.05, 0.8418, 0.8796, 1.0111, 0.9890, 0.9668
5, 36, 77.13, 0.5420, 0.8968, 1.0408, 0.9608, 0.9718
5, 37, 83.53, 0.5669, 0.8754, 1.0159, 0.9844, 0.9654
5, 38, 71.22, 0.7050, 0.9038, 1.0380, 0.9634, 0.9676
5, 39, 31.37, 0.4867, 0.4238, 3.8292, 0.2611, 0.9511
5, 40, 110.34, 0.7164, 0.9005, 1.0125, 0.9876, 0.9788
5, 41, 84.05, 0.6546, 0.9086, 1.0254, 0.9752, 0.9777
5, 42, 67.86, 0.4667, 0.8739, 1.0182, 0.9821, 0.9601
5, 43, 86.09, 0.5689, 0.8467, 1.0215, 0.9790, 0.9707
5, 44, 54.04, 0.6265, 0.6967, 1.8637, 0.5366, 0.9707
5, 45, 64.29, 0.5327, 0.7405, 1.5118, 0.6615, 0.9669
5, 46, 87.67, 0.6397, 0.8817, 1.0176, 0.9827, 0.9731
5, 47, 84.22, 0.6003, 0.9038, 1.0350, 0.9662, 0.9755
5, 48, 83.58, 0.8642, 0.9012, 1.0123, 0.9879, 0.9741
5, 49, 75.36, 0.5158, 0.8841, 1.0069, 0.9931, 0.9668
5, 50, 93.22, 0.5757, 0.8916, 1.0247, 0.9759, 0.9736
5, 51, 79.95, 0.7506, 0.8915, 1.0159, 0.9844, 0.9718
5, 52, 46.51, 0.5427, 0.5494, 2.5405, 0.3936, 0.9521
5, 53, 82.30, 0.6045, 0.8516, 1.0353, 0.9659, 0.9699
5, 54, 51.26, 0.5464, 0.6646, 2.0532, 0.4870, 0.9699
5, 55, 83.91, 0.5744, 0.8622, 1.0265, 0.9741, 0.9690
5, 56, 75.76, 0.6598, 0.8980, 1.0145, 0.9857, 0.9759
5, 57, 66.80, 0.5433, 0.8481, 1.0211, 0.9794, 0.9634
5, 58, 83.38, 0.5372, 0.8641, 1.0273, 0.9735, 0.9676
5, 59, 88.50, 0.5579, 0.8949, 1.0298, 0.9711, 0.9687
5, 60, 93.70, 0.7843, 0.8974, 1.0210, 0.9794, 0.9753
5, 61, 81.68, 0.5126, 0.8853, 1.0301, 0.9708, 0.9732
5, 62, 69.75, 0.7380, 0.9090, 1.0117, 0.9884, 0.9752
5, 63, 83.78, 0.6271, 0.8809, 1.0144, 0.9858, 0.9706
5, 64, 72.86, 0.5485, 0.8733, 1.0393, 0.9622, 0.9689
5, 65, 63.67, 0.4696, 0.8817, 1.0288, 0.9720, 0.9656
5, 66, 63.18, 0.5395, 0.7424, 1.6547, 0.6043, 0.9730
5, 67, 91.31, 0.6397, 0.8877, 1.0412, 0.9604, 0.9748
5, 68, 83.29, 0.5346, 0.8529, 1.0421, 0.9596, 0.9696
5, 69, 89.70, 0.6895, 0.8992, 1.0309, 0.9700, 0.9772
5, 70, 71.08, 0.5330, 0.8709, 1.0540, 0.9488, 0.9705
5, 71, 61.88, 0.5113, 0.8430, 1.0148, 0.9854, 0.9641
5, 72, 70.20, 0.5223, 0.8594, 1.0358, 0.9654, 0.9665
5, 73, 42.06, 0.4764, 0.6681, 2.1376, 0.4678, 0.9662
5, 74, 66.52, 0.5631, 0.8692, 1.0352, 0.9660, 0.9672
5, 75, 73.19, 0.5346, 0.8584, 1.0353, 0.9659, 0.9646
5, 76, 89.03, 0.5310, 0.8936, 1.0194, 0.9810, 0.9759
5, 77, 42.57, 0.8449, 0.6460, 2.0914, 0.4781, 0.9675
5, 78, 79.01, 0.5356, 0.8938, 1.0182, 0.9821, 0.9714
5, 79, 78.33, 0.5873, 0.8723, 1.0401, 0.9615, 0.9688
5, 80, 64.56, 0.6048, 0.6824, 1.9863, 0.5034, 0.9725
5, 81, 88.31, 0.7448, 0.8842, 1.0048, 0.9952, 0.9733
5, 82, 79.82, 0.8784, 0.9031, 1.0412, 0.9604, 0.9736
5, 83, 76.67, 0.5006, 0.9001, 1.0119, 0.9883, 0.9748
5, 84, 66.98, 0.4702, 0.8913, 1.0217, 0.9788, 0.9686
5, 85, 83.22, 0.6698, 0.8525, 1.0193, 0.9810, 0.9622
5, 86, 82.35, 0.7710, 0.9080, 1.0269, 0.9738, 0.9742
5, 87, 70.81, 0.5146, 0.8881, 1.0501, 0.9523, 0.9683
5, 88, 76.49, 0.4880, 0.8850, 1.0275, 0.9733, 0.9740
5, 89, 82.10, 0.5065, 0.8711, 1.0173, 0.9830, 0.9695
5, 90, 76.85, 0.4819, 0.8369, 1.0118, 0.9884, 0.9667
5, 91, 48.11, 0.6003, 0.6082, 2.4097, 0.4150, 0.9641
5, 92, 66.55, 0.5369, 0.8915, 1.0696, 0.9350, 0.9665
5, 93, 46.55, 0.4059, 0.7493, 1.0368, 0.9645, 0.9304
5, 94, 81.20, 0.5986, 0.8895, 1.0098, 0.9903, 0.9709
5, 95, 71.71, 0.5045, 0.8433, 1.0183, 0.9820, 0.9594
5, 96, 78.91, 0.9201, 0.9106, 1.0310, 0.9700, 0.9742
5, 97, 67.14, 0.4444, 0.8370, 1.1314, 0.8839, 0.9709
5, 98, 90.85, 0.5786, 0.8561, 1.0188, 0.9815, 0.9686
5, 99, 80.46, 0.5676, 0.8779, 1.0263, 0.9744, 0.9706
5, 100, 81.67, 0.5217, 0.8684, 1.0142, 0.9860, 0.9691
5, 101, 87.09, 0.6455, 0.9025, 1.0214, 0.9790, 0.9765
5, 102, 79.76, 0.4373, 0.8197, 1.0474, 0.9547, 0.9622
5, 103, 90.84, 0.6265, 0.8845, 1.0150, 0.9853, 0.9724
5, 104, 93.58, 0.9282, 0.8951, 1.0145, 0.9857, 0.9751
5, 105, 38.33, 0.4499, 0.5822, 2.4808, 0.4031, 0.9497
5, 106, 68.34, 0.4793, 0.7730, 1.0287, 0.9721, 0.9563
5, 107, 70.05, 0.5679, 0.8797, 1.0196, 0.9808, 0.9657
5, 108, 65.71, 0.6307, 0.8767, 1.0169, 0.9834, 0.9580
5, 109, 74.41, 0.7047, 0.8809, 1.0209, 0.9795, 0.9677
5, 110, 93.13, 0.6041, 0.8760, 1.0417, 0.9600, 0.9697
5, 111, 74.03, 0.8904, 0.8177, 1.2761, 0.7836, 0.9827
5, 112, 80.30, 0.5660, 0.8820, 1.0387, 0.9627, 0.9730
5, 113, 68.93, 0.7781, 0.8918, 1.0304, 0.9705, 0.9681
5, 114, 74.47, 0.4250, 0.8777, 1.0258, 0.9748, 0.9726
5, 115, 72.69, 0.7477, 0.8205, 1.4555, 0.6871, 0.9778
5, 116, 54.25, 0.7303, 0.8663, 1.2048, 0.8300, 0.9758
5, 117, 56.45, 0.7028, 0.7272, 1.8616, 0.5372, 0.9745
5, 118, 35.17, 0.7096, 0.4796, 3.0525, 0.3276, 0.9510
5, 119, 26.93, 0.7202, 0.3841, 4.3858, 0.2280, 0.9359
6, 1, 52.86, 0.5368, 0.5768, 2.4955, 0.4007, 0.9622
6, 2, 57.82, 0.4874, 0.6733, 2.0479, 0.4883, 0.9714
6, 3, 80.67, 0.9157, 0.8348, 1.3345, 0.7493, 0.9820
6, 4, 64.01, 0.5287, 0.8921, 1.0389, 0.9625, 0.9655
6, 5, 69.13, 0.4635, 0.8303, 1.0250, 0.9756, 0.9572
6, 6, 91.76, 0.7203, 0.8847, 1.0095, 0.9906, 0.9747
6, 7, 88.69, 0.5326, 0.8405, 1.0242, 0.9764, 0.9709
6, 8, 51.04, 0.4151, 0.6961, 1.0347, 0.9664, 0.9224
6, 9, 74.04, 0.5649, 0.8583, 1.0236, 0.9769, 0.9653
6, 10, 70.25, 0.4393, 0.8763, 1.0560, 0.9470, 0.9659
6, 11, 102.38, 0.8140, 0.8821, 1.0203, 0.9802, 0.9759
6, 12, 86.14, 0.6072, 0.8961, 1.0227, 0.9778, 0.9757
6, 13, 83.14, 0.5539, 0.8628, 1.0098, 0.9903, 0.9639
6, 14, 72.47, 0.8505, 0.8451, 1.3481, 0.7418, 0.9782
6, 15, 54.92, 0.5349, 0.6752, 1.9644, 0.5091, 0.9678
6, 16, 89.18, 0.5937, 0.8703, 1.0204, 0.9800, 0.9726
6, 17, 96.69, 0.6815, 0.9033, 1.0161, 0.9842, 0.9739
6, 18, 89.99, 0.5782, 0.8704, 1.0115, 0.9887, 0.9721
6, 19, 68.41, 0.6499, 0.8611, 1.0113, 0.9888, 0.9619
6, 20, 95.77, 0.6670, 0.9016, 1.0324, 0.9686, 0.9783
6, 21, 82.91, 0.6101, 0.8389, 1.2826, 0.7797, 0.9775
6, 22, 91.91, 0.6250, 0.8984, 1.0287, 0.9721, 0.9730
6, 23, 76.71, 0.6266, 0.8901, 1.0333, 0.9678, 0.9699
6, 24, 80.87, 0.8295, 0.8974, 1.0330, 0.9681, 0.9720
6, 25, 79.10, 0.8582, 0.9002, 1.0069, 0.9932, 0.9709
6, 26, 77.15, 0.5536, 0.8686, 1.0242, 0.9764, 0.9671
6, 27, 78.41, 0.6883, 0.8974, 1.0101, 0.9900, 0.9742
6, 28, 98.96, 0.8133, 0.8897, 1.0265, 0.9742, 0.9760
6, 29, 77.97, 0.5220, 0.8403, 1.0319, 0.9691, 0.9608
6, 30, 60.32, 0.6373, 0.6456, 2.1766, 0.4594, 0.9614
6, 31, 74.03, 0.6431, 0.8832, 1.0638, 0.9400, 0.9687
6, 32, 67.61, 0.4603, 0.9074, 1.0132, 0.9870, 0.9737
6, 33, 85.10, 0.5937, 0.8746, 1.0460, 0.9560, 0.9693
6, 34, 78.36, 0.9286, 0.8835, 1.0174, 0.9829, 0.9638
6, 35, 78.43, 0.5485, 0.8871, 1.0378, 0.9635, 0.9703
6, 36, 66.06, 0.5342, 0.8690, 1.0400, 0.9615, 0.9614
6, 37, 85.72, 0.5827, 0.9044, 1.0207, 0.9797, 0.9743
6, 38, 86.34, 0.6673, 0.9013, 1.0140, 0.9862, 0.9768
6, 39, 80.30, 0.7516, 0.9022, 1.0167, 0.9836, 0.9737
6, 40, 71.75, 0.5439, 0.7757, 1.5824, 0.6320, 0.9811
6, 41, 93.73, 0.5110, 0.8457, 1.0012, 0.9988, 0.9694
6, 42, 71.94, 0.5475, 0.8340, 1.0084, 0.9916, 0.9634
6, 43, 80.75, 0.5565, 0.8865, 1.0174, 0.9829, 0.9734
6, 44, 71.40, 0.6250, 0.8914, 1.0208, 0.9796, 0.9692
6, 45, 59.19, 0.4470, 0.8325, 1.0424, 0.9593, 0.9541
6, 46, 90.16, 0.5917, 0.8938, 1.0251, 0.9755, 0.9732
6, 47, 72.88, 0.5307, 0.8094, 1.0417, 0.9599, 0.9595
6, 48, 85.67, 0.5620, 0.8265, 1.0257, 0.9749, 0.9727
6, 49, 72.56, 0.5753, 0.7978, 1.0268, 0.9739, 0.9585
6, 50, 49.83, 0.6544, 0.6308, 2.1384, 0.4676, 0.9682
6, 51, 68.66, 0.6127, 0.8880, 1.0118, 0.9883, 0.9634
6, 52, 83.78, 0.6579, 0.8743, 1.0196, 0.9807, 0.9685
6, 53, 78.08, 0.5443, 0.9007, 1.0064, 0.9936, 0.9706
6, 54, 63.36, 0.4641, 0.8659, 1.0162, 0.9841, 0.9636
6, 55, 77.60, 0.5268, 0.8378, 1.0120, 0.9882, 0.9643
6, 56, 86.10, 0.7164, 0.8799, 1.0145, 0.9857, 0.9726
6, 57, 95.36, 0.7707, 0.9060, 1.0029, 0.9971, 0.9765
6, 58, 84.36, 0.8840, 0.8868, 1.0038, 0.9962, 0.9758
6, 59, 76.14, 0.9483, 0.8928, 1.1449, 0.8734, 0.9756
6, 60, 78.11, 0.6034, 0.8984, 1.0358, 0.9654, 0.9722
6, 61, 71.23, 0.8792, 0.9055, 1.0289, 0.9719, 0.9730
6, 62, 62.66, 0.4787, 0.7951, 1.0231, 0.9775, 0.9534
6, 63, 70.95, 0.5572, 0.9071, 1.0547, 0.9482, 0.9728
6, 64, 72.05, 0.5065, 0.8019, 1.0118, 0.9884, 0.9605
6, 65, 89.83, 0.5672, 0.8830, 1.0095, 0.9906, 0.9733
6, 66, 81.14, 0.5026, 0.8590, 1.0292, 0.9716, 0.9671
6, 67, 81.41, 0.5833, 0.8952, 1.0131, 0.9871, 0.9730
6, 68, 86.87, 0.6618, 0.8880, 1.0121, 0.9881, 0.9733
6, 69, 77.61, 0.7988, 0.8989, 1.0324, 0.9687, 0.9716
6, 70, 90.21, 0.5223, 0.8247, 1.0134, 0.9868, 0.9669
6, 71, 53.88, 0.4293, 0.7542, 1.0378, 0.9635, 0.9515
6, 72, 63.02, 0.4666, 0.8600, 1.0276, 0.9731, 0.9606
6, 73, 77.25, 0.5623, 0.8502, 1.0135, 0.9867, 0.9685
6, 74, 77.46, 0.8837, 0.8932, 1.0297, 0.9712, 0.9724
6, 75, 80.30, 0.6663, 0.8771, 1.0300, 0.9709, 0.9671
6, 76, 70.02, 0.9299, 0.8934, 1.0245, 0.9761, 0.9691
6, 77, 76.30, 0.8873, 0.8804, 1.0242, 0.9763, 0.9709
6, 78, 79.11, 0.5039, 0.8680, 1.0076, 0.9925, 0.9689
6, 79, 84.43, 0.5220, 0.8702, 1.0243, 0.9762, 0.9690
6, 80, 72.78, 0.5326, 0.8990, 1.0258, 0.9748, 0.9708
6, 81, 80.13, 0.7558, 0.8839, 1.0303, 0.9706, 0.9663
6, 82, 45.88, 0.4738, 0.6063, 2.3704, 0.4219, 0.9586
6, 83, 69.28, 0.6059, 0.8640, 1.0987, 0.9101, 0.9714
6, 84, 92.27, 0.5526, 0.8676, 1.0168, 0.9835, 0.9720
6, 85, 72.31, 0.6657, 0.8820, 1.0254, 0.9752, 0.9639
6, 86, 67.75, 0.6873, 0.8541, 1.0367, 0.9646, 0.9657
6, 87, 94.23, 0.6176, 0.8710, 1.0432, 0.9586, 0.9720
6, 88, 82.42, 0.5486, 0.8200, 1.0260, 0.9747, 0.9628
6, 89, 54.92, 0.5100, 0.9025, 1.0538, 0.9490, 0.9609
6, 90, 79.13, 0.5491, 0.8793, 1.1449, 0.8734, 0.9762
6, 91, 66.91, 0.8763, 0.8694, 1.0610, 0.9425, 0.9616
6, 92, 75.11, 0.5313, 0.8787, 1.0133, 0.9869, 0.9691
6, 93, 95.28, 0.7074, 0.8997, 1.0161, 0.9841, 0.9764
6, 94, 80.07, 0.6773, 0.9009, 1.0229, 0.9776, 0.9715
6, 95, 47.31, 0.3530, 0.8532, 1.0721, 0.9327, 0.9495
6, 96, 62.59, 0.4519, 0.8091, 1.0370, 0.9643, 0.9596
6, 97, 81.83, 0.6902, 0.8913, 1.0223, 0.9782, 0.9684
6, 98, 71.41, 0.5740, 0.8716, 1.0065, 0.9936, 0.9628
6, 99, 91.70, 0.8879, 0.8930, 1.0159, 0.9843, 0.9736
6, 100, 64.77, 0.4616, 0.8166, 1.0364, 0.9649, 0.9564
6, 101, 75.30, 0.5381, 0.8711, 1.0195, 0.9808, 0.9714
6, 102, 64.77, 0.5003, 0.7989, 1.0171, 0.9832, 0.9495
6, 103, 89.75, 0.5914, 0.8561, 1.0331, 0.9680, 0.9699
6, 104, 92.17, 0.6227, 0.8945, 1.0306, 0.9703, 0.9768
6, 105, 71.31, 0.5866, 0.8966, 1.0335, 0.9676, 0.9708
6, 106, 95.03, 0.6221, 0.8813, 1.0263, 0.9744, 0.9748
6, 107, 88.89, 0.7487, 0.8856, 1.0375, 0.9638, 0.9728
6, 108, 90.26, 0.6812, 0.8976, 1.0278, 0.9729, 0.9751
6, 109, 88.83, 0.6841, 0.8939, 1.0223, 0.9782, 0.9748
6, 110, 82.54, 0.5452, 0.8930, 1.0616, 0.9420, 0.9794
6, 111, 66.47, 0.8149, 0.8859, 1.1139, 0.8977, 0.9752
6, 112, 27.31, 0.5446, 0.6944, 1.6244, 0.6156, 0.9602
6, 113, 37.49, 0.5775, 0.5499, 2.7302, 0.3663, 0.9482
7, 1, 29.01, 0.7214, 0.4769, 3.4003, 0.2941, 0.9433
7, 2, 30.95, 0.5303, 0.4489, 3.7148, 0.2692, 0.9445
7, 3, 74.61, 0.6544, 0.7645, 1.5923, 0.6280, 0.9789
7, 4, 33.95, 0.4712, 0.6077, 2.6060, 0.3837, 0.9572
7, 5, 51.26, 0.5826, 0.5843, 2.5192, 0.3970, 0.9626
7, 6, 44.82, 0.4922, 0.6596, 2.2091, 0.4527, 0.9593
7, 7, 86.33, 0.6413, 0.8741, 1.0277, 0.9731, 0.9734
7, 8, 64.50, 0.4529, 0.8891, 1.0431, 0.9587, 0.9652
7, 9, 71.30, 0.5507, 0.8678, 1.0225, 0.9780, 0.9712
7, 10, 82.57, 0.5710, 0.8775, 1.0385, 0.9629, 0.9687
7, 11, 73.41, 0.4853, 0.8626, 1.0424, 0.9593, 0.9674
7, 12, 37.19, 0.6530, 0.5581, 2.6216, 0.3814, 0.9597
7, 13, 90.89, 0.5383, 0.8797, 1.0265, 0.9741, 0.9723
7, 14, 72.98, 0.6056, 0.8953, 1.0334, 0.9677, 0.9688
7, 15, 86.22, 0.5288, 0.8662, 1.0205, 0.9799, 0.9735
7, 16, 86.09, 0.6177, 0.8619, 1.0186, 0.9817, 0.9720
