img, part, ecd.nm, contrast, circ, a.r, round, solidity
9, 46, 83.77, 0.6550, 0.8707, 1.0438, 0.9580, 0.9701
9, 47, 35.28, 0.3837, 0.6466, 2.1170, 0.4724, 0.9540
9, 48, 64.74, 0.4450, 0.8886, 1.0221, 0.9784, 0.9665
9, 49, 52.70, 0.6438, 0.8449, 1.3189, 0.7582, 0.9734
9, 50, 78.93, 0.6727, 0.8944, 1.0269, 0.9738, 0.9698
9, 51, 77.59, 0.9584, 0.9042, 1.0205, 0.9799, 0.9724
9, 52, 61.19, 0.4309, 0.8518, 1.0304, 0.9705, 0.9627
9, 53, 103.64, 0.7667, 0.9025, 1.0088, 0.9913, 0.9763
9, 54, 71.57, 0.5180, 0.8589, 1.0304, 0.9705, 0.9640
9, 55, 75.18, 0.4692, 0.8821, 1.0483, 0.9539, 0.9645
9, 56, 46.47, 0.6330, 0.5715, 2.8114, 0.3557, 0.9709
9, 57, 82.04, 0.5731, 0.8865, 1.0306, 0.9703, 0.9720
9, 58, 64.14, 0.4427, 0.8321, 1.0542, 0.9486, 0.9623
9, 59, 72.65, 0.8277, 0.8927, 1.0228, 0.9777, 0.9744
9, 60, 59.25, 0.4174, 0.9020, 1.0080, 0.9920, 0.9745
9, 61, 87.76, 0.5718, 0.8704, 1.0250, 0.9756, 0.9720
9, 62, 87.59, 0.8064, 0.8817, 1.0212, 0.9792, 0.9688
9, 63, 89.15, 0.5586, 0.8985, 1.0024, 0.9976, 0.9734
9, 64, 83.63, 0.7077, 0.8975, 1.0108, 0.9893, 0.9721
9, 65, 94.81, 0.5767, 0.9040, 1.0262, 0.9745, 0.9794
9, 66, 67.86, 0.4803, 0.8739, 1.0260, 0.9747, 0.9618
9, 67, 85.45, 0.5233, 0.8558, 1.0209, 0.9795, 0.9677
9, 68, 88.33, 0.5832, 0.8814, 1.0290, 0.9718, 0.9762
9, 69, 85.72, 0.9096, 0.9136, 1.0415, 0.9601, 0.9783
9, 70, 69.63, 0.7408, 0.9068, 1.0570, 0.9461, 0.9731
9, 71, 69.46, 0.7867, 0.8899, 1.0223, 0.9782, 0.9660
9, 72, 58.90, 0.5252, 0.8595, 1.0383, 0.9631, 0.9603
9, 73, 71.40, 0.6861, 0.8904, 1.0291, 0.9718, 0.9726
9, 74, 83.15, 0.5259, 0.9001, 1.0173, 0.9829, 0.9719
9, 75, 70.44, 0.5537, 0.8701, 1.0194, 0.9809, 0.9647
9, 76, 90.26, 0.7313, 0.8951, 1.0122, 0.9879, 0.9759
9, 77, 80.60, 0.5799, 0.8775, 1.0322, 0.9688, 0.9733
9, 78, 86.52, 0.9381, 0.8469, 1.2409, 0.8059, 0.9829
9, 79, 84.60, 0.6399, 0.8972, 1.0160, 0.9843, 0.9757
9, 80, 62.63, 0.5501, 0.8705, 1.0406, 0.9610, 0.9605
9, 81, 88.42, 0.5652, 0.8168, 1.0096, 0.9905, 0.9710
9, 82, 84.61, 0.6707, 0.8873, 1.0100, 0.9901, 0.9759
9, 83, 68.47, 0.7425, 0.8808, 1.0249, 0.9757, 0.9638
9, 84, 75.45, 0.5390, 0.8447, 1.0253, 0.9753, 0.9674
9, 85, 95.46, 0.5619, 0.8933, 1.0270, 0.9737, 0.9753
9, 86, 32.80, 0.5262, 0.4590, 3.8638, 0.2588, 0.9480
9, 87, 80.26, 0.5757, 0.8536, 1.0101, 0.9900, 0.9665
9, 88, 102.19, 0.6733, 0.8796, 1.0237, 0.9768, 0.9772
9, 89, 81.82, 0.5629, 0.8837, 1.0164, 0.9839, 0.9704
9, 90, 68.01, 0.5351, 0.8532, 1.0238, 0.9767, 0.9652
9, 91, 80.13, 0.5623, 0.8738, 1.0346, 0.9665, 0.9719
9, 92, 79.24, 0.8791, 0.9009, 1.0131, 0.9871, 0.9775
9, 93, 73.92, 0.5754, 0.8886, 1.0208, 0.9796, 0.9660
9, 94, 80.69, 0.5491, 0.8765, 1.0261, 0.9746, 0.9666
9, 95, 50.95, 0.3532, 0.7669, 1.0895, 0.9179, 0.9380
9, 96, 88.34, 0.6835, 0.8874, 1.0205, 0.9799, 0.9734
9, 97, 92.44, 0.6294, 0.8931, 1.0453, 0.9567, 0.9784
9, 98, 80.16, 0.5911, 0.8954, 1.0959, 0.9125, 0.9773
9, 99, 86.65, 0.5324, 0.8714, 1.0362, 0.9651, 0.9722
9, 100, 82.81, 0.6150, 0.8932, 1.0330, 0.9680, 0.9752
9, 101, 58.80, 0.4771, 0.8338, 1.0742, 0.9309, 0.9629
9, 102, 79.63, 0.5763, 0.8483, 1.0396, 0.9619, 0.9710
9, 103, 75.57, 0.5505, 0.8705, 1.0282, 0.9726, 0.9735
9, 104, 78.66, 0.5904, 0.9011, 1.0279, 0.9728, 0.9740
9, 105, 90.63, 0.5858, 0.8518, 1.0244, 0.9762, 0.9716
9, 106, 62.72, 0.5272, 0.8793, 1.0406, 0.9610, 0.9662
9, 107, 74.60, 0.7035, 0.9063, 1.0259, 0.9748, 0.9725
9, 108, 53.76, 0.6042, 0.8362, 1.4439, 0.6926, 0.9741
9, 109, 85.24, 0.8044, 0.9054, 1.0175, 0.9828, 0.9763
9, 110, 76.03, 0.7405, 0.9011, 1.0492, 0.9531, 0.9710
9, 111, 72.77, 0.6003, 0.8934, 1.0251, 0.9756, 0.9735
9, 112, 79.04, 0.5020, 0.8796, 1.0167, 0.9836, 0.9737
9, 113, 43.92, 0.4817, 0.7385, 1.6710, 0.5984, 0.9572
9, 114, 62.56, 0.7379, 0.8877, 1.0286, 0.9722, 0.9633
9, 115, 83.06, 0.7339, 0.8871, 1.0376, 0.9637, 0.9714
9, 116, 83.46, 0.5357, 0.8819, 1.0304, 0.9705, 0.9700
9, 117, 78.13, 0.4708, 0.8157, 1.0482, 0.9540, 0.9655
9, 118, 64.65, 0.5026, 0.8901, 1.0094, 0.9907, 0.9700
9, 119, 87.66, 0.5557, 0.8653, 1.0226, 0.9779, 0.9687
9, 120, 80.70, 0.5616, 0.8586, 1.0597, 0.9437, 0.9680
9, 121, 61.74, 0.4626, 0.7719, 1.0336, 0.9675, 0.9511
9, 122, 85.17, 0.5744, 0.8918, 1.0708, 0.9339, 0.9724
9, 123, 73.25, 0.6239, 0.9050, 1.0093, 0.9907, 0.9695
9, 124, 94.39, 0.6753, 0.8860, 1.0374, 0.9640, 0.9769
9, 125, 80.09, 0.4412, 0.8907, 1.0369, 0.9644, 0.9747
9, 126, 79.03, 0.7146, 0.8825, 1.1526, 0.8676, 0.9753
9, 127, 71.98, 0.6976, 0.7762, 1.5633, 0.6397, 0.9788
9, 128, 58.66, 0.5216, 0.8096, 1.5347, 0.6516, 0.9797
9, 129, 28.78, 0.4943, 0.7126, 1.4214, 0.7035, 0.9516
9, 130, 43.68, 0.6189, 0.6359, 2.4354, 0.4106, 0.9704
9, 131, 15.67, 0.4019, 0.6485, 2.1023, 0.4757, 0.9391
9, 132, 18.21, 0.4233, 0.3847, 4.5292, 0.2208, 0.8985
10, 1, 33.34, 0.5651, 0.5020, 3.1936, 0.3131, 0.9496
10, 2, 84.22, 0.6891, 0.8744, 1.2234, 0.8174, 0.9832
10, 3, 61.16, 0.5543, 0.6982, 1.7455, 0.5729, 0.9699
10, 4, 33.98, 0.4113, 0.4658, 3.1833, 0.3141, 0.9484
10, 5, 68.71, 0.6064, 0.8908, 1.0308, 0.9701, 0.9722
10, 6, 98.23, 0.6409, 0.9016, 1.0338, 0.9673, 0.9790
10, 7, 90.25, 0.5503, 0.8931, 1.0362, 0.9650, 0.9732
10, 8, 49.49, 0.6215, 0.7949, 1.5122, 0.6613, 0.9678
10, 9, 105.14, 0.6619, 0.9008, 1.0290, 0.9718, 0.9798
10, 10, 92.85, 0.9170, 0.8984, 1.0094, 0.9907, 0.9766
10, 11, 76.75, 0.4920, 0.8880, 1.0263, 0.9744, 0.9705
10, 12, 60.30, 0.4139, 0.7630, 1.0402, 0.9614, 0.9552
10, 13, 77.01, 0.8272, 0.8887, 1.0036, 0.9964, 0.9663
10, 14, 70.91, 0.5231, 0.8971, 1.0356, 0.9656, 0.9709
10, 15, 71.37, 0.6976, 0.8360, 1.3469, 0.7424, 0.9773
10, 16, 72.33, 0.5861, 0.9006, 1.0262, 0.9745, 0.9747
10, 17, 99.00, 0.7783, 0.8958, 1.0105, 0.9896, 0.9761
10, 18, 81.57, 0.5612, 0.8999, 1.0224, 0.9781, 0.9766
10, 19, 88.12, 0.6458, 0.8907, 1.0204, 0.9800, 0.9739
10, 20, 72.86, 0.5556, 0.9009, 1.0308, 0.9702, 0.9740
10, 21, 94.77, 0.5756, 0.8974, 1.0213, 0.9792, 0.9786
10, 22, 89.90, 0.4723, 0.8876, 1.0304, 0.9705, 0.9757
10, 23, 71.64, 0.5459, 0.8749, 1.0376, 0.9638, 0.9692
10, 24, 83.54, 0.7606, 0.8902, 1.0222, 0.9783, 0.9747
10, 25, 81.03, 0.4975, 0.8504, 1.0240, 0.9766, 0.9710
10, 26, 82.46, 0.6435, 0.7671, 1.6384, 0.6103, 0.9823
10, 27, 71.12, 0.4956, 0.8264, 1.0622, 0.9415, 0.9627
10, 28, 80.85, 0.7953, 0.9047, 1.0277, 0.9730, 0.9748
10, 29, 81.14, 0.7366, 0.8902, 1.0304, 0.9705, 0.9719
10, 30, 98.00, 0.9495, 0.8965, 1.0252, 0.9755, 0.9753
10, 31, 81.71, 0.5123, 0.8935, 1.0254, 0.9752, 0.9731
10, 32, 89.29, 0.7147, 0.8936, 1.0066, 0.9934, 0.9748
10, 33, 84.69, 0.8580, 0.8826, 1.0276, 0.9732, 0.9723
10, 34, 79.53, 0.5700, 0.8781, 1.0665, 0.9377, 0.9712
10, 35, 74.51, 0.6179, 0.8999, 1.0328, 0.9682, 0.9688
10, 36, 92.90, 0.7484, 0.8969, 1.0106, 0.9896, 0.9751
10, 37, 67.24, 0.9351, 0.8797, 1.0329, 0.9681, 0.9644
10, 38, 95.28, 0.6064, 0.8811, 1.0173, 0.9830, 0.9754
10, 39, 78.89, 0.5431, 0.8587, 1.0247, 0.9759, 0.9691
10, 40, 44.82, 0.9590, 0.6192, 2.4713, 0.4046, 0.9649
10, 41, 77.30, 0.6960, 0.8925, 1.0354, 0.9658, 0.9717
10, 42, 51.66, 0.5700, 0.6457, 2.0160, 0.4960, 0.9674
10, 43, 88.64, 0.7334, 0.8763, 1.0191, 0.9813, 0.9745
10, 44, 90.09, 0.5638, 0.8822, 1.0095, 0.9906, 0.9731
10, 45, 85.54, 0.7133, 0.8818, 1.0284, 0.9724, 0.9728
10, 46, 35.80, 0.6350, 0.5308, 2.8819, 0.3470, 0.9634
10, 47, 73.38, 0.9239, 0.7918, 1.5485, 0.6458, 0.9814
10, 48, 87.14, 0.5710, 0.8685, 1.0160, 0.9842, 0.9736
10, 49, 74.42, 0.7071, 0.8875, 1.0288, 0.9720, 0.9719
10, 50, 84.16, 0.6110, 0.9061, 1.0079, 0.9922, 0.9754
10, 51, 70.70, 0.4959, 0.8877, 1.0172, 0.9830, 0.9665
10, 52, 71.02, 0.7252, 0.9011, 1.0067, 0.9933, 0.9669
10, 53, 95.47, 0.7242, 0.9023, 1.0195, 0.9809, 0.9769
10, 54, 82.02, 0.4743, 0.8972, 1.0330, 0.9681, 0.9749
10, 55, 63.82, 0.4493, 0.8727, 1.0380, 0.9634, 0.9604
10, 56, 79.19, 0.5822, 0.9146, 1.0290, 0.9718, 0.9788
10, 57, 75.77, 0.5713, 0.9004, 1.0291, 0.9717, 0.9733
10, 58, 30.21, 0.8785, 0.5150, 2.8135, 0.3554, 0.9521
10, 59, 90.69, 0.6432, 0.9043, 1.0066, 0.9935, 0.9771
10, 60, 94.73, 0.6071, 0.9032, 1.0180, 0.9823, 0.9773
10, 61, 86.67, 0.5231, 0.8848, 1.0165, 0.9838, 0.9728
10, 62, 88.18, 0.6848, 0.9062, 1.0053, 0.9948, 0.9770
10, 63, 74.32, 0.6235, 0.8851, 1.0208, 0.9797, 0.9699
10, 64, 65.88, 0.4838, 0.7460, 1.0497, 0.9527, 0.9482
10, 65, 84.56, 0.9685, 0.9016, 1.0255, 0.9751, 0.9720
10, 66, 75.22, 0.5287, 0.8947, 1.0252, 0.9754, 0.9718
10, 67, 70.61, 0.4995, 0.9071, 1.0184, 0.9819, 0.9715
10, 68, 85.72, 0.6425, 0.8767, 1.0251, 0.9755, 0.9728
10, 69, 20.17, 0.5531, 0.3634, 4.2191, 0.2370, 0.9254
10, 70, 58.77, 0.5585, 0.8962, 1.0245, 0.9761, 0.9652
10, 71, 97.86, 0.6769, 0.8776, 1.0295, 0.9714, 0.9744
10, 72, 88.37, 0.7842, 0.8969, 1.0377, 0.9637, 0.9756
10, 73, 76.70, 0.6359, 0.9031, 1.0244, 0.9762, 0.9768
10, 74, 83.46, 0.8809, 0.9024, 1.0172, 0.9831, 0.9757
10, 75, 86.23, 0.6077, 0.8854, 1.0171, 0.9832, 0.9706
10, 76, 80.23, 0.6537, 0.9071, 1.0236, 0.9769, 0.9740
10, 77, 71.24, 0.4805, 0.9013, 1.0104, 0.9897, 0.9725
10, 78, 59.53, 0.5041, 0.8982, 1.0067, 0.9933, 0.9628
10, 79, 89.50, 0.5533, 0.8875, 1.0091, 0.9909, 0.9749
10, 80, 88.07, 0.8652, 0.9064, 1.0233, 0.9773, 0.9758
10, 81, 91.50, 0.7327, 0.9101, 1.0285, 0.9723, 0.9761
10, 82, 66.25, 0.5136, 0.8609, 1.0301, 0.9707, 0.9642
10, 83, 75.66, 0.6248, 0.8783, 1.0376, 0.9638, 0.9703
10, 84, 82.51, 0.6455, 0.8820, 1.1074, 0.9030, 0.9769
10, 85, 91.06, 0.8708, 0.8929, 1.0254, 0.9752, 0.9749
10, 86, 89.59, 0.6051, 0.8884, 1.0185, 0.9819, 0.9760
10, 87, 79.29, 0.7360, 0.8872, 1.0362, 0.9651, 0.9747
10, 88, 66.93, 0.5048, 0.7493, 1.0016, 0.9984, 0.9641
10, 89, 83.93, 0.5412, 0.8892, 1.0210, 0.9794, 0.9721
10, 90, 82.65, 0.7996, 0.8990, 1.0593, 0.9440, 0.9763
10, 91, 87.30, 0.8495, 0.8968, 1.0335, 0.9676, 0.9744
10, 92, 77.78, 0.5415, 0.8678, 1.0660, 0.9380, 0.9707
10, 93, 38.21, 0.4841, 0.5541, 2.6512, 0.3772, 0.9558
10, 94, 83.74, 0.4834, 0.9008, 1.0226, 0.9779, 0.9768
10, 95, 83.78, 0.4920, 0.8998, 1.0188, 0.9816, 0.9758
10, 96, 68.60, 0.6410, 0.8880, 1.0789, 0.9268, 0.9691
10, 97, 77.34, 0.6041, 0.8937, 1.0347, 0.9665, 0.9742
10, 98, 70.05, 0.4224, 0.8558, 1.0313, 0.9697, 0.9661
10, 99, 94.54, 0.6865, 0.8888, 1.0451, 0.9568, 0.9725
10, 100, 69.44, 0.6382, 0.7340, 1.7309, 0.5777, 0.9757
10, 101, 77.78, 0.5851, 0.9028, 1.0337, 0.9674, 0.9738
10, 102, 97.71, 0.5749, 0.8857, 1.0287, 0.9721, 0.9732
10, 103, 68.62, 0.6051, 0.8962, 1.0261, 0.9745, 0.9740
10, 104, 68.09, 0.7498, 0.8891, 1.0025, 0.9975, 0.9672
10, 105, 80.61, 0.5576, 0.8387, 1.2771, 0.7830, 0.9748
10, 106, 60.24, 0.4857, 0.8074, 1.0518, 0.9507, 0.9537
10, 107, 90.00, 0.5248, 0.9148, 1.0032, 0.9968, 0.9779
10, 108, 72.74, 0.5448, 0.8833, 1.0279, 0.9728, 0.9723
10, 109, 72.80, 0.5894, 0.8996, 1.0294, 0.9714, 0.9732
10, 110, 79.98, 0.5421, 0.8864, 1.0337, 0.9674, 0.9731
10, 111, 64.13, 0.4788, 0.8777, 1.0327, 0.9683, 0.9633
10, 112, 63.09, 0.4693, 0.7745, 1.5960, 0.6266, 0.9790
10, 113, 87.22, 0.8731, 0.9161, 1.0570, 0.9461, 0.9798
10, 114, 82.45, 0.5500, 0.8938, 1.1085, 0.9021, 0.9774
10, 115, 83.29, 0.5677, 0.8567, 1.2539, 0.7975, 0.9796
10, 116, 81.43, 0.8541, 0.8142, 1.4071, 0.7107, 0.9795
10, 117, 24.18, 0.7852, 0.4281, 3.8605, 0.2590, 0.9440
10, 118, 6.98, 0.4111, 0.5198, 3.9814, 0.2512, 0.8966
10, 119, 6.71, 0.3962, 0.4707, 3.8297, 0.2611, 0.8571
11, 1, 23.71, 0.6226, 0.4625, 3.7862, 0.2641, 0.9434
11, 2, 75.55, 0.5759, 0.8752, 1.2120, 0.8251, 0.9793
11, 3, 50.82, 0.5319, 0.7860, 1.1930, 0.8382, 0.9739
11, 4, 87.33, 0.6523, 0.8982, 1.0068, 0.9932, 0.9754
11, 5, 80.59, 0.5349, 0.8643, 1.0285, 0.9723, 0.9724
11, 6, 38.60, 0.7830, 0.5258, 3.2588, 0.3069, 0.9689
11, 7, 93.62, 0.7185, 0.9083, 1.0077, 0.9924, 0.9787
11, 8, 84.69, 0.6510, 0.9063, 1.0344, 0.9668, 0.9765
11, 9, 92.05, 0.6871, 0.9107, 1.0179, 0.9824, 0.9778
11, 10, 110.66, 0.7797, 0.8848, 1.0094, 0.9907, 0.9782
11, 11, 92.40, 0.6179, 0.8889, 1.0086, 0.9914, 0.9763
11, 12, 75.09, 0.5663, 0.8965, 1.0214, 0.9790, 0.9736
11, 13, 73.98, 0.8353, 0.9021, 1.0090, 0.9911, 0.9766
11, 14, 99.21, 0.5766, 0.8833, 1.0356, 0.9657, 0.9749
11, 15, 66.72, 0.5332, 0.9066, 1.0270, 0.9737, 0.9742
11, 16, 84.90, 0.5349, 0.8756, 1.0087, 0.9914, 0.9738
11, 17, 55.00, 0.4218, 0.6682, 2.0775, 0.4814, 0.9752
11, 18, 38.14, 0.6229, 0.4447, 3.4961, 0.2860, 0.9521
11, 19, 77.63, 0.5035, 0.8861, 1.0179, 0.9824, 0.9709
11, 20, 79.86, 0.5131, 0.8827, 1.0347, 0.9664, 0.9727
11, 21, 78.63, 0.5647, 0.8925, 1.0299, 0.9710, 0.9702
11, 22, 82.46, 0.5131, 0.8948, 1.0304, 0.9705, 0.9757
11, 23, 87.28, 0.8485, 0.8920, 1.0207, 0.9797, 0.9749
11, 24, 81.70, 0.5448, 0.8929, 1.0473, 0.9549, 0.9749
11, 25, 86.34, 0.6097, 0.8772, 1.0195, 0.9809, 0.9743
11, 26, 85.38, 0.7357, 0.9136, 1.0062, 0.9939, 0.9776
11, 27, 88.36, 0.7302, 0.9055, 1.0187, 0.9816, 0.9786
11, 28, 90.76, 0.4740, 0.8853, 1.0136, 0.9865, 0.9746
11, 29, 81.65, 0.6695, 0.8938, 1.0146, 0.9856, 0.9749
11, 30, 76.87, 0.6361, 0.7543, 1.6537, 0.6047, 0.9787
11, 31, 84.35, 0.4873, 0.8873, 1.0275, 0.9732, 0.9717
11, 32, 82.06, 0.5872, 0.8932, 1.0340, 0.9671, 0.9733
11, 33, 79.25, 0.8538, 0.8855, 1.0164, 0.9839, 0.9753
11, 34, 95.84, 0.6138, 0.9029, 1.0324, 0.9686, 0.9791
11, 35, 74.07, 0.5230, 0.8803, 1.0296, 0.9713, 0.9744
11, 36, 59.94, 0.4552, 0.8928, 1.0265, 0.9742, 0.9677
11, 37, 76.19, 0.5018, 0.8654, 1.0387, 0.9628, 0.9708
11, 38, 73.70, 0.5074, 0.9002, 1.0450, 0.9569, 0.9713
11, 39, 81.25, 0.4909, 0.8759, 1.0365, 0.9648, 0.9739
11, 40, 71.78, 0.5177, 0.8955, 1.0225, 0.9780, 0.9734
11, 41, 90.94, 0.6297, 0.9110, 1.0138, 0.9864, 0.9779
11, 42, 61.19, 0.5253, 0.6879, 1.9779, 0.5056, 0.9756
11, 43, 39.58, 0.6821, 0.5043, 3.1304, 0.3195, 0.9576
11, 44, 85.13, 0.8164, 0.9028, 1.0231, 0.9774, 0.9773
11, 45, 63.09, 0.7410, 0.8994, 1.0236, 0.9769, 0.9721
11, 46, 73.05, 0.4757, 0.8882, 1.0113, 0.9888, 0.9662
11, 47, 83.06, 0.6953, 0.8947, 1.0155, 0.9848, 0.9755
11, 48, 77.53, 0.6308, 0.9112, 1.0398, 0.9617, 0.9774
11, 49, 65.23, 0.5015, 0.8487, 1.0188, 0.9816, 0.9647
11, 50, 92.20, 0.9180, 0.8842, 1.0352, 0.9660, 0.9741
11, 51, 71.68, 0.8243, 0.9072, 1.0085, 0.9916, 0.9774
11, 52, 89.67, 0.6553, 0.8979, 1.0196, 0.9808, 0.9772
11, 53, 71.74, 0.5855, 0.8954, 1.0189, 0.9814, 0.9710
11, 54, 66.89, 0.5055, 0.8981, 1.0529, 0.9497, 0.9731
11, 55, 85.10, 0.5587, 0.8960, 1.0160, 0.9843, 0.9754
11, 56, 89.94, 0.5819, 0.8937, 1.0149, 0.9853, 0.9743
11, 57, 91.58, 0.5868, 0.8948, 1.0308, 0.9701, 0.9784
11, 58, 70.22, 0.9209, 0.8886, 1.0168, 0.9834, 0.9701
11, 59, 71.87, 0.5577, 0.8946, 1.0268, 0.9739, 0.9728
11, 60, 63.45, 0.5994, 0.6717, 2.0822, 0.4803, 0.9753
11, 61, 83.07, 0.8300, 0.8957, 1.0128, 0.9873, 0.9745
11, 62, 88.89, 0.7125, 0.8856, 1.0227, 0.9778, 0.9715
11, 63, 67.00, 0.5187, 0.8817, 1.0078, 0.9923, 0.9690
11, 64, 63.51, 0.5289, 0.8623, 1.0245, 0.9760, 0.9631
11, 65, 79.78, 0.5356, 0.8915, 1.0327, 0.9683, 0.9721
11, 66, 86.08, 0.7099, 0.8911, 1.0499, 0.9525, 0.9756
11, 67, 75.94, 0.5414, 0.8870, 1.0146, 0.9856, 0.9714
11, 68, 90.67, 0.6279, 0.8870, 1.0416, 0.9601, 0.9777
11, 69, 79.26, 0.6338, 0.8571, 1.2245, 0.8166, 0.9793
11, 70, 68.55, 0.5283, 0.8884, 1.0156, 0.9847, 0.9676
11, 71, 73.44, 0.6447, 0.8952, 1.0277, 0.9730, 0.9725
11, 72, 26.55, 0.5627, 0.4210, 3.6382, 0.2749, 0.9377
11, 73, 80.52, 0.5362, 0.8924, 1.0258, 0.9748, 0.9704
11, 74, 86.29, 0.7033, 0.8967, 1.0223, 0.9782, 0.9770
11, 75, 82.45, 0.8925, 0.9055, 1.0213, 0.9791, 0.9766
11, 76, 83.49, 0.8339, 0.8974, 1.0068, 0.9932, 0.9766
11, 77, 85.53, 0.7036, 0.9085, 1.0206, 0.9798, 0.9748
11, 78, 82.63, 0.5802, 0.8745, 1.0311, 0.9698, 0.9716
11, 79, 90.31, 0.5296, 0.8899, 1.0257, 0.9750, 0.9751
11, 80, 84.08, 0.5739, 0.8979, 1.0227, 0.9778, 0.9738
11, 81, 94.09, 0.5538, 0.8763, 1.0185, 0.9819, 0.9752
11, 82, 78.02, 0.4585, 0.8907, 1.0049, 0.9951, 0.9722
11, 83, 72.96, 0.4658, 0.8800, 1.0092, 0.9909, 0.9671
11, 84, 73.71, 0.5667, 0.8748, 1.0347, 0.9665, 0.9671
11, 85, 62.32, 0.5681, 0.8809, 1.0393, 0.9622, 0.9660
11, 86, 97.85, 0.7565, 0.8674, 1.1560, 0.8650, 0.9812
11, 87, 83.75, 0.9312, 0.8945, 1.0270, 0.9737, 0.9735
11, 88, 78.23, 0.6874, 0.8962, 1.0062, 0.9938, 0.9755
11, 89, 50.75, 0.6006, 0.9005, 1.0393, 0.9622, 0.9639
11, 90, 87.51, 0.8329, 0.8924, 1.0156, 0.9846, 0.9737
11, 91, 72.74, 0.6279, 0.9024, 1.0154, 0.9849, 0.9751
11, 92, 62.15, 0.4284, 0.7763, 1.0231, 0.9774, 0.9537
11, 93, 64.02, 0.4942, 0.8880, 1.0190, 0.9814, 0.9664
11, 94, 98.93, 0.5276, 0.8985, 1.0292, 0.9716, 0.9779
11, 95, 77.70, 0.4998, 0.8850, 1.0044, 0.9956, 0.9699
11, 96, 102.91, 0.7671, 0.8882, 1.0174, 0.9829, 0.9765
11, 97, 92.20, 0.6150, 0.8761, 1.0266, 0.9741, 0.9750
11, 98, 80.99, 0.5147, 0.8803, 1.0122, 0.9879, 0.9730
11, 99, 51.26, 0.4462, 0.8143, 1.0390, 0.9625, 0.9435
11, 100, 72.03, 0.6391, 0.8858, 1.0283, 0.9725, 0.9677
11, 101, 95.78, 0.7069, 0.9075, 1.0146, 0.9856, 0.9783
11, 102, 76.18, 0.5124, 0.8954, 1.0242, 0.9763, 0.9711
11, 103, 90.94, 0.8743, 0.9110, 1.0314, 0.9696, 0.9777
11, 104, 67.57, 0.5223, 0.7663, 1.0205, 0.9799, 0.9495
11, 105, 90.24, 0.6444, 0.8997, 1.0405, 0.9611, 0.9751
11, 106, 82.38, 0.5485, 0.8790, 1.0116, 0.9885, 0.9723
11, 107, 73.50, 0.5352, 0.8836, 1.0229, 0.9776, 0.9696
11, 108, 73.64, 0.4453, 0.8751, 1.0465, 0.9556, 0.9731
11, 109, 71.94, 0.5944, 0.8866, 1.0346, 0.9665, 0.9717
11, 110, 87.37, 0.8296, 0.9109, 1.0196, 0.9808, 0.9783
11, 111, 71.10, 0.4777, 0.8559, 1.0321, 0.9689, 0.9684
11, 112, 66.58, 0.6107, 0.8785, 1.0521, 0.9505, 0.9707
11, 113, 71.58, 0.5362, 0.7922, 1.0368, 0.9645, 0.9554
11, 114, 55.56, 0.4869, 0.7804, 1.1089, 0.9018, 0.9556
11, 115, 83.43, 0.5167, 0.8935, 1.0222, 0.9783, 0.9738
11, 116, 88.12, 0.7072, 0.8915, 1.0048, 0.9953, 0.9724
11, 117, 70.87, 0.4476, 0.8265, 1.0478, 0.9544, 0.9637
11, 118, 92.73, 0.7833, 0.9005, 1.0162, 0.9841, 0.9768
11, 119, 61.50, 0.6381, 0.8978, 1.0159, 0.9844, 0.9651
11, 120, 56.21, 0.6927, 0.7047, 1.9523, 0.5122, 0.9757
11, 121, 83.34, 0.5286, 0.8870, 1.0102, 0.9899, 0.9764
11, 122, 76.80, 0.6685, 0.9071, 1.0364, 0.9649, 0.9764
11, 123, 87.63, 0.8076, 0.9182, 1.0418, 0.9599, 0.9806
11, 124, 58.45, 0.5898, 0.8881, 1.0428, 0.9590, 0.9651
11, 125, 73.42, 0.4876, 0.8809, 1.0273, 0.9734, 0.9688
11, 126, 73.05, 0.8789, 0.8969, 1.0228, 0.9777, 0.9730
11, 127, 70.53, 0.6017, 0.9162, 1.0167, 0.9836, 0.9738
11, 128, 82.50, 0.5243, 0.8952, 1.0309, 0.9700, 0.9742
11, 129, 73.75, 0.4909, 0.8850, 1.0166, 0.9837, 0.9738
11, 130, 59.91, 0.4203, 0.8128, 1.0395, 0.9620, 0.9577
11, 131, 67.46, 0.5230, 0.7563, 1.3935, 0.7176, 0.9673
11, 132, 76.58, 0.5726, 0.8453, 1.2700, 0.7874, 0.9795
11, 133, 81.17, 0.6421, 0.8164, 1.4907, 0.6708, 0.9835
11, 134, 51.33, 0.7397, 0.6440, 2.2105, 0.4524, 0.9700
11, 135, 48.67, 0.6110, 0.7243, 1.8590, 0.5379, 0.9690
11, 136, 48.98, 0.7767, 0.6879, 2.0882, 0.4789, 0.9734
11, 137, 40.33, 0.5227, 0.6365, 2.2152, 0.4514, 0.9644
11, 138, 42.86, 0.4979, 0.5450, 2.9598, 0.3379, 0.9698
11, 139, 30.64, 0.4638, 0.4384, 3.6321, 0.2753, 0.9498
11, 140, 28.55, 0.4234, 0.4408, 3.9955, 0.2503, 0.9477
11, 141, 10.24, 0.3551, 0.6037, 2.0115, 0.4971, 0.8889
12, 1, 82.11, 0.9399, 0.8354, 1.3430, 0.7446, 0.9808
12, 2, 75.18, 0.8408, 0.7881, 1.5328, 0.6524, 0.9772
