 ,Label,Area,XM,YM,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,work,994.099,995.243,23.036,116.378,36.400,34.773,119.664,0.922,39.423,642,5,125.538,35.135,1.047,0.955,0.950
2,work,1299.796,1075.150,28.359,135.451,41.401,39.974,5.171,0.890,43.983,690,16,159.677,39.718,1.036,0.966,0.937
3,work,1325.466,1246.058,29.772,137.611,41.706,40.465,62.722,0.880,44.537,809,32,67.834,40.824,1.031,0.970,0.939
4,work,1509.817,465.301,31.240,143.198,44.675,43.030,22.147,0.925,47.158,291,27,24.905,44.039,1.038,0.963,0.953
5,work,1059.439,641.512,27.184,118.909,37.416,36.052,87.424,0.942,39.629,413,7,117.553,36.662,1.038,0.964,0.953
6,work,1206.454,1163.136,27.401,128.970,41.070,37.403,36.866,0.911,42.800,750,26,34.824,38.190,1.098,0.911,0.954
7,work,1365.136,1420.389,36.695,148.413,49.114,35.390,96.884,0.779,54.525,926,6,101.310,38.190,1.388,0.721,0.913
8,work,1271.794,384.968,30.789,132.396,41.641,38.887,44.288,0.912,44.615,240,29,38.047,39.718,1.071,0.934,0.949
9,work,1276.461,560.695,34.248,143.198,44.048,36.897,39.910,0.782,48.548,363,36,65.854,38.940,1.194,0.838,0.906
10,work,1313.798,1332.623,31.226,137.765,41.500,40.308,10.345,0.870,45.573,859,13,140.440,39.718,1.030,0.971,0.941
11,work,1302.130,727.042,34.303,132.920,40.955,40.482,78.094,0.926,44.063,467,34,56.310,39.718,1.012,0.988,0.959
12,work,1404.807,816.018,34.427,138.877,44.359,40.322,9.801,0.915,45.573,520,27,13.570,41.245,1.100,0.909,0.949
13,work,1271.794,902.934,33.250,133.291,40.973,39.521,24.385,0.900,43.261,583,10,137.862,39.718,1.037,0.965,0.945
14,work,1150.448,206.978,33.922,123.754,39.047,37.514,100.325,0.944,40.676,127,12,124.287,36.662,1.041,0.961,0.961
15,work,1052.438,291.763,33.023,119.804,37.115,36.105,84.171,0.921,39.835,186,34,57.529,36.662,1.028,0.973,0.945
16,work,1211.121,119.893,37.606,129.711,41.592,37.076,39.083,0.905,43.476,65,28,18.435,38.886,1.122,0.891,0.940
17,work,1159.782,39.141,39.289,131.501,41.636,35.467,21.620,0.843,43.744,11,29,12.095,36.891,1.174,0.852,0.925
18,work,483.048,1533.229,36.415,86.351,26.380,23.315,28.730,0.814,28.984,995,29,18.435,24.082,1.131,0.884,0.888
19,work,420.042,1504.976,38.148,75.549,25.894,20.654,132.131,0.925,28.168,978,19,130.601,22.684,1.254,0.798,0.947
20,work,1201.787,1202.503,49.342,129.341,40.092,38.167,83.752,0.903,42.362,782,20,115.641,38.190,1.050,0.952,0.948
21,work,786.412,1469.256,41.551,134.710,37.928,26.400,6.964,0.545,42.251,955,40,49.399,30.789,1.437,0.696,0.786
22,work,1089.775,1383.060,52.084,131.872,39.415,35.204,154.970,0.787,42.554,899,20,111.038,37.246,1.120,0.893,0.891
23,work,1577.491,512.499,54.467,144.092,45.775,43.878,146.674,0.955,47.454,328,22,123.179,44.287,1.043,0.959,0.966
24,work,1166.783,1034.739,51.330,128.075,39.351,37.753,138.343,0.894,42.362,665,27,154.359,38.190,1.042,0.959,0.943
25,work,1194.786,1120.099,50.793,128.446,39.835,38.189,174.874,0.910,42.362,721,39,25.641,38.190,1.043,0.959,0.939
26,work,1344.134,677.963,54.357,135.822,43.108,39.701,145.046,0.916,44.928,430,32,162.181,40.878,1.086,0.921,0.948
27,work,1719.838,950.623,56.402,155.789,49.266,44.448,149.870,0.890,51.351,607,29,157.249,46.448,1.108,0.902,0.940
28,work,1276.461,249.358,54.942,133.291,42.400,38.331,153.544,0.903,43.983,150,30,159.677,39.348,1.106,0.904,0.943
29,work,1194.786,599.563,55.229,129.341,40.803,37.283,5.680,0.897,42.609,379,40,14.534,36.662,1.094,0.914,0.947
30,work,1173.784,331.291,57.798,127.180,39.623,37.718,103.944,0.912,41.947,210,26,123.111,38.190,1.050,0.952,0.948
31,work,1253.125,424.919,59.097,132.242,40.643,39.257,97.803,0.900,44.537,273,53,67.834,39.956,1.035,0.966,0.931
32,work,1218.122,772.920,57.496,129.341,40.092,38.685,153.562,0.915,42.444,498,26,120.256,39.103,1.036,0.965,0.941
33,work,1260.126,162.359,59.647,131.501,40.454,39.660,155.569,0.916,42.800,99,27,124.824,39.718,1.020,0.980,0.946
34,work,1057.106,863.784,58.664,121.594,37.706,35.695,20.165,0.898,40.676,554,45,34.287,36.662,1.056,0.947,0.946
35,work,849.418,1299.082,57.327,107.583,33.371,32.408,60.625,0.922,35.531,840,32,154.537,32.080,1.030,0.971,0.943
36,work,1246.124,1493.356,71.852,144.092,49.134,32.292,83.940,0.754,53.662,975,63,85.101,34.828,1.522,0.657,0.896
37,work,1143.447,77.995,62.180,122.489,38.546,37.770,172.866,0.958,41.695,39,34,151.557,36.662,1.021,0.980,0.967
38,work,436.377,1542.865,55.749,81.659,27.814,19.976,20.383,0.822,29.661,1002,42,34.509,21.489,1.392,0.718,0.897
39,work,1250.792,1162.530,72.812,128.970,40.540,39.284,94.551,0.945,42.800,752,36,124.824,38.190,1.032,0.969,0.964
40,work,1353.468,1256.007,74.818,136.192,42.046,40.985,13.153,0.917,43.983,809,54,20.323,41.673,1.026,0.975,0.946
41,work,1334.800,556.469,79.692,140.142,43.350,39.205,111.854,0.854,46.736,361,36,101.310,40.990,1.106,0.904,0.929
42,work,1166.783,995.660,75.130,128.446,39.633,37.484,32.988,0.889,41.274,643,60,51.009,38.621,1.057,0.946,0.931
43,work,1348.801,1082.234,78.447,137.087,42.372,40.530,151.342,0.902,44.089,694,49,165.964,41.245,1.045,0.957,0.946
44,work,1248.458,1341.250,76.913,134.927,40.899,38.866,171.345,0.862,44.537,864,46,157.834,39.624,1.052,0.950,0.920
45,work,1194.786,375.492,76.669,126.285,39.192,38.815,132.800,0.941,41.723,234,56,23.749,38.190,1.010,0.990,0.954
46,work,1341.801,467.386,80.040,137.087,43.187,39.559,122.970,0.897,45.955,292,48,158.552,40.864,1.092,0.916,0.937
47,work,1120.112,291.520,78.885,124.496,38.332,37.205,128.048,0.908,41.132,178,49,164.932,37.574,1.030,0.971,0.942
48,work,599.727,1462.940,73.500,95.670,30.198,25.286,21.632,0.823,33.918,948,53,35.838,25.564,1.194,0.837,0.933
49,work,1171.450,207.967,78.979,128.599,39.934,37.350,10.802,0.890,42.800,124,44,145.176,36.662,1.069,0.935,0.952
50,work,1218.122,638.119,82.002,131.130,41.152,37.689,132.124,0.890,44.928,410,42,125.311,38.979,1.092,0.916,0.947
51,work,1236.790,824.968,81.046,132.396,41.693,37.770,148.345,0.887,43.771,527,47,150.751,39.718,1.104,0.906,0.931
52,work,1365.136,905.266,83.408,138.723,43.026,40.397,106.041,0.891,46.234,591,40,97.595,41.047,1.065,0.939,0.935
53,work,966.096,1426.990,77.184,154.677,41.529,29.619,10.033,0.507,48.548,920,54,24.146,33.021,1.402,0.713,0.808
54,work,1113.111,727.588,80.804,121.070,39.156,36.195,23.408,0.954,41.695,465,60,28.443,36.662,1.082,0.924,0.955
55,work,1463.146,36.693,85.890,142.303,44.797,41.586,8.966,0.908,47.059,10,51,166.866,42.773,1.077,0.928,0.947
56,work,704.737,1534.349,82.794,108.108,35.223,25.475,119.689,0.758,38.946,998,43,131.820,28.118,1.383,0.723,0.912
57,work,1089.775,119.966,85.253,121.070,38.292,36.235,30.901,0.934,40.359,66,61,29.476,36.662,1.057,0.946,0.950
58,work,1425.809,1037.258,100.128,144.092,45.207,40.157,97.736,0.863,46.636,672,79,58.392,39.718,1.126,0.888,0.939
59,work,1257.792,1209.122,98.224,130.977,41.417,38.667,172.965,0.921,44.089,777,67,14.036,39.718,1.071,0.934,0.946
60,work,1066.440,1382.762,97.297,125.020,37.120,36.579,83.660,0.857,40.589,901,77,70.201,37.574,1.015,0.985,0.922
61,work,1556.489,683.343,103.379,149.308,47.384,41.824,14.683,0.877,51.691,430,73,18.970,42.773,1.133,0.883,0.942
62,work,1173.784,1127.976,101.203,127.180,39.281,38.047,6.932,0.912,41.555,725,70,17.103,38.190,1.032,0.969,0.950
63,work,1166.783,1296.824,98.924,128.075,39.128,37.967,164.145,0.894,42.444,842,53,120.256,36.662,1.031,0.970,0.942
64,work,1192.452,513.389,102.856,128.075,39.809,38.139,48.893,0.914,41.947,325,59,146.889,38.190,1.044,0.958,0.948
65,work,1309.131,250.838,104.224,136.346,41.331,40.329,9.335,0.885,44.406,153,59,139.185,39.718,1.025,0.976,0.943
66,work,1078.108,335.583,102.260,121.070,37.938,36.183,168.102,0.924,39.835,209,59,147.529,36.662,1.049,0.954,0.945
67,work,1022.102,596.881,103.043,121.070,37.108,35.070,16.025,0.876,40.098,378,63,162.255,36.569,1.058,0.945,0.926
68,work,1330.133,775.561,104.960,134.556,42.542,39.809,152.465,0.923,44.537,494,63,149.036,39.718,1.069,0.936,0.956
69,work,1316.131,162.091,108.070,133.661,43.165,38.822,107.246,0.926,44.537,99,58,120.964,39.718,1.112,0.899,0.949
70,work,1059.439,423.835,104.698,122.489,37.985,35.512,6.359,0.887,39.981,266,75,43.452,35.135,1.070,0.935,0.944
71,work,1227.456,946.253,107.336,132.396,40.819,38.287,159.280,0.880,44.406,607,64,153.435,39.448,1.066,0.938,0.935
72,work,1143.447,865.439,109.361,124.125,38.436,37.878,83.968,0.933,40.589,563,59,109.799,38.190,1.015,0.985,0.952
73,work,1190.119,80.163,111.425,128.446,41.015,36.945,141.021,0.906,42.800,43,62,124.824,38.496,1.110,0.901,0.939
74,work,812.081,1475.303,108.148,116.966,34.399,30.058,3.665,0.746,41.555,953,67,162.897,31.900,1.144,0.874,0.864
75,work,336.034,1521.576,101.172,82.183,36.913,11.591,172.769,0.625,36.311,985,63,165.379,12.221,3.185,0.314,0.917
76,work,1211.121,1255.616,122.451,133.291,40.803,37.792,73.898,0.857,44.928,820,66,107.819,38.190,1.080,0.926,0.919
77,work,1218.122,1342.396,121.418,133.291,40.299,38.486,136.475,0.862,44.928,868,70,144.689,39.624,1.047,0.955,0.924
78,work,1047.771,1415.925,117.076,125.915,39.388,33.870,160.998,0.830,43.261,918,66,132.138,34.674,1.163,0.860,0.911
79,work,1519.152,993.376,123.777,156.684,47.242,40.943,150.245,0.778,51.351,634,74,157.249,42.237,1.154,0.867,0.936
80,work,1411.808,378.400,125.224,137.611,42.694,42.104,28.999,0.937,44.928,235,90,35.311,41.245,1.014,0.986,0.960
81,work,1334.800,294.288,126.284,133.661,42.071,40.396,55.236,0.939,43.690,184,94,53.531,41.047,1.041,0.960,0.956
82,work,1236.790,206.831,126.889,127.180,40.392,38.986,81.132,0.961,42.444,128,95,59.744,38.190,1.036,0.965,0.963
83,work,1369.803,469.087,128.765,138.506,42.776,40.773,114.451,0.897,45.573,295,75,140.440,41.245,1.049,0.953,0.945
84,work,1474.814,1085.216,128.326,144.092,44.732,41.979,2.938,0.893,48.307,695,87,18.435,41.866,1.066,0.938,0.939
85,work,1164.450,1167.398,125.467,127.334,38.957,38.058,179.404,0.902,42.800,755,93,55.176,36.662,1.024,0.977,0.949
86,work,1260.126,555.682,128.330,132.920,41.218,38.925,157.139,0.896,44.928,352,76,144.689,38.190,1.059,0.944,0.947
87,work,1465.480,732.903,130.379,143.198,46.358,40.250,142.504,0.898,48.307,467,76,145.305,41.661,1.152,0.868,0.942
88,work,483.048,1512.418,125.422,101.473,37.296,16.491,106.063,0.590,40.098,986,71,107.745,20.606,2.262,0.442,0.799
89,work,263.693,1530.515,115.307,65.642,21.257,15.795,167.270,0.769,24.153,995,71,145.305,15.276,1.346,0.743,0.904
90,work,1304.464,820.662,128.916,135.822,41.699,39.830,165.737,0.889,43.744,523,86,12.095,39.718,1.047,0.955,0.943
91,work,1255.459,637.197,131.342,130.235,41.638,38.391,137.002,0.930,43.690,406,77,143.531,39.624,1.085,0.922,0.956
92,work,1302.130,37.793,133.090,132.766,44.091,37.602,145.104,0.928,45.342,13,78,147.381,38.886,1.173,0.853,0.950
93,work,1173.784,122.601,132.967,127.180,39.121,38.202,72.644,0.912,41.274,69,95,38.991,38.190,1.024,0.977,0.946
94,work,1061.773,1450.213,134.286,125.915,38.227,35.365,84.077,0.842,41.132,948,101,74.932,35.811,1.081,0.925,0.923
95,work,541.387,1494.343,132.085,111.009,30.139,22.871,109.823,0.552,32.976,975,97,76.608,24.153,1.318,0.759,0.841
96,work,1285.795,907.294,136.396,135.451,42.610,38.421,161.037,0.881,44.928,583,79,144.689,38.190,1.109,0.902,0.948
97,work,1589.159,1385.118,146.898,151.622,46.297,43.704,175.163,0.869,50.849,892,105,32.735,44.200,1.059,0.944,0.944
98,work,1122.445,1214.127,145.203,122.859,38.648,36.978,102.866,0.934,40.359,784,87,150.524,36.662,1.045,0.957,0.956
99,work,1166.783,1301.901,145.910,129.341,39.854,37.276,170.174,0.876,43.771,841,88,150.751,38.163,1.069,0.935,0.935
100,work,1208.787,422.034,149.030,128.970,40.747,37.771,23.354,0.913,43.261,265,106,42.138,38.190,1.079,0.927,0.951
101,work,1372.137,686.698,151.950,137.982,42.765,40.852,122.027,0.906,44.928,440,88,125.311,42.064,1.047,0.955,0.948
102,work,1248.458,1039.761,149.618,132.025,41.858,37.976,159.169,0.900,44.928,669,90,144.689,38.190,1.102,0.907,0.949
103,work,1222.789,1129.265,151.751,127.551,39.705,39.212,63.295,0.944,42.362,734,87,115.641,39.718,1.013,0.988,0.955
104,work,1327.799,336.860,152.917,134.556,41.635,40.606,15.650,0.922,43.771,207,105,29.249,41.245,1.025,0.975,0.952
105,work,1180.785,511.876,151.462,131.501,40.789,36.859,155.724,0.858,42.554,323,91,158.962,38.190,1.107,0.904,0.932
106,work,1232.123,777.413,152.864,130.606,40.260,38.966,155.730,0.908,42.251,496,96,167.471,39.718,1.033,0.968,0.945
107,work,1355.802,952.344,152.696,140.296,42.160,40.945,166.330,0.866,45.573,612,91,140.440,39.718,1.030,0.971,0.934
108,work,1061.773,252.701,152.617,120.546,39.794,33.973,171.382,0.918,42.251,152,97,167.471,35.135,1.171,0.854,0.943
109,work,1348.801,598.167,155.546,138.136,43.418,39.554,145.716,0.888,47.968,379,93,142.765,41.116,1.098,0.911,0.948
110,work,1124.779,863.678,152.868,125.020,39.648,36.121,1.527,0.904,41.555,552,98,162.897,36.569,1.098,0.911,0.941
111,work,247.358,1537.733,143.335,64.594,23.170,13.593,165.507,0.745,24.868,999,93,169.380,15.276,1.705,0.587,0.883
112,work,1386.138,81.575,159.184,138.877,44.194,39.935,12.596,0.903,46.535,39,109,23.199,41.245,1.107,0.904,0.950
113,work,1276.461,160.972,158.467,133.291,40.704,39.928,117.199,0.903,43.261,94,113,42.138,39.718,1.019,0.981,0.944
114,work,135.347,1480.825,150.969,42.466,14.582,11.818,166.740,0.943,15.949,964,97,163.301,12.221,1.234,0.810,0.899
115,work,564.723,1525.619,163.523,93.356,31.466,22.851,104.891,0.814,33.918,993,98,125.838,24.082,1.377,0.726,0.898
116,work,1334.800,1342.225,169.524,136.346,41.756,40.701,143.824,0.902,44.406,867,102,139.185,41.245,1.026,0.975,0.944
117,work,1523.819,1257.786,170.274,147.148,44.250,43.846,33.172,0.884,47.968,815,124,52.765,42.773,1.009,0.991,0.957
118,work,175.017,1542.236,158.310,52.156,17.445,12.774,92.608,0.809,19.141,1005,99,118.610,13.748,1.366,0.732,0.904
119,work,1446.811,999.458,174.896,177.022,43.969,41.896,83.939,0.580,46.761,645,102,128.367,42.773,1.049,0.953,0.912
120,work,865.753,1484.703,168.158,128.663,42.338,26.036,173.183,0.657,45.955,959,103,164.578,31.345,1.626,0.615,0.841
121,work,1414.141,207.008,174.880,137.982,43.686,41.215,165.022,0.933,45.573,121,111,166.430,41.245,1.060,0.943,0.957
122,work,1355.802,294.689,175.770,137.611,43.316,39.853,158.573,0.900,47.454,181,106,146.821,41.047,1.087,0.920,0.950
123,work,1113.111,1170.638,173.386,142.303,39.129,36.220,13.305,0.691,41.132,753,116,15.068,37.140,1.080,0.926,0.923
124,work,1225.122,1427.503,173.546,135.822,42.433,36.761,175.332,0.835,45.573,920,109,166.430,37.726,1.154,0.866,0.919
125,work,889.089,384.320,173.495,110.639,36.130,31.332,154.944,0.913,37.729,241,107,148.241,32.200,1.153,0.867,0.933
126,work,1248.458,556.622,174.422,144.463,46.695,34.042,163.036,0.752,53.727,349,111,165.174,36.000,1.372,0.729,0.887
127,work,1194.786,467.625,177.011,133.661,41.157,36.962,175.005,0.840,45.135,294,110,156.038,38.190,1.113,0.898,0.916
128,work,1323.132,822.856,177.227,133.291,42.219,39.903,155.340,0.936,44.063,527,108,146.310,39.718,1.058,0.945,0.955
129,work,1043.104,1093.019,175.655,121.070,38.646,34.366,136.694,0.894,40.098,708,104,130.365,35.432,1.125,0.889,0.937
130,work,1127.112,646.386,178.023,125.020,38.723,37.060,30.986,0.906,41.132,416,128,58.671,38.161,1.045,0.957,0.942
131,work,1078.108,33.518,178.713,120.328,38.851,35.332,118.571,0.936,40.676,14,106,124.287,35.135,1.100,0.909,0.965
132,work,1171.450,730.537,179.152,127.180,39.083,38.163,13.712,0.910,41.132,471,106,121.329,38.190,1.024,0.976,0.946
133,work,996.433,913.983,180.194,117.644,38.070,33.326,168.563,0.905,39.659,586,114,164.358,33.607,1.142,0.875,0.943
134,work,1120.112,120.350,186.845,122.859,39.607,36.008,150.391,0.933,41.723,66,117,156.251,36.662,1.100,0.909,0.953
135,work,336.034,1511.010,182.495,75.025,22.084,19.374,148.686,0.750,25.969,981,118,151.928,20.760,1.140,0.877,0.862
136,work,1246.124,1301.634,193.073,133.137,39.928,39.737,28.092,0.883,43.126,845,114,112.932,40.384,1.005,0.995,0.934
137,work,1372.137,422.886,197.092,136.716,42.870,40.753,142.179,0.922,45.419,263,124,160.346,41.245,1.052,0.951,0.950
138,work,1409.474,1045.276,197.061,137.611,43.321,41.426,169.294,0.935,44.928,672,121,144.689,41.245,1.046,0.956,0.959
139,work,1437.477,1214.488,196.634,140.667,43.158,42.408,53.497,0.913,45.573,783,137,39.560,42.773,1.018,0.983,0.950
140,work,1136.447,510.280,196.131,132.025,39.207,36.906,106.014,0.819,44.300,322,119,136.397,37.448,1.062,0.941,0.917
141,work,959.096,1383.604,195.104,125.020,37.012,32.993,66.923,0.771,40.676,895,136,34.287,34.852,1.122,0.891,0.903
142,work,1157.449,1464.440,197.985,132.242,40.863,36.064,82.812,0.832,43.744,954,116,102.095,36.662,1.133,0.883,0.923
143,work,198.353,1530.432,185.909,51.785,16.827,15.009,162.550,0.929,19.563,997,118,141.340,13.748,1.121,0.892,0.977
144,work,1267.126,250.700,199.495,133.291,41.458,38.916,10.368,0.896,43.983,150,133,20.323,39.032,1.065,0.939,0.937
145,work,1220.455,688.859,200.900,131.130,40.549,38.322,152.483,0.892,43.234,440,124,147.995,39.359,1.058,0.945,0.940
146,work,1096.776,1132.388,199.206,124.125,37.722,37.019,76.154,0.895,40.098,738,143,72.255,37.980,1.019,0.981,0.941
147,work,1423.475,778.313,202.550,139.401,43.486,41.678,130.746,0.921,45.955,502,119,111.448,41.245,1.043,0.958,0.956
148,work,1292.796,870.490,200.678,135.822,42.587,38.651,154.929,0.881,44.615,558,122,141.953,40.654,1.102,0.908,0.936
149,work,996.433,333.903,200.847,118.539,37.728,33.628,152.497,0.891,40.330,209,121,127.304,33.757,1.122,0.891,0.943
150,work,1124.779,952.932,202.620,123.230,38.179,37.511,171.742,0.931,40.359,612,139,29.476,38.190,1.018,0.983,0.950
151,work,1180.785,162.943,204.946,128.075,39.233,38.321,148.083,0.905,42.472,97,124,127.694,38.190,1.024,0.977,0.939
152,work,1267.126,73.096,206.700,132.766,40.757,39.585,172.426,0.903,44.089,33,133,165.964,39.718,1.030,0.971,0.939
153,work,1169.117,601.529,204.142,125.915,40.041,37.176,149.989,0.927,43.126,380,129,157.068,36.662,1.077,0.928,0.957
154,work,1215.788,1422.005,215.496,134.556,40.944,37.807,158.275,0.844,44.537,920,132,149.036,40.307,1.083,0.923,0.919
155,work,1050.105,1502.661,215.069,137.982,38.138,35.058,97.061,0.693,41.947,981,155,79.509,37.358,1.088,0.919,0.873
156,work,1404.807,378.026,218.670,137.982,42.912,41.682,166.480,0.927,44.928,234,149,17.819,42.466,1.029,0.971,0.951
157,work,1178.451,1343.138,217.831,128.075,40.550,37.002,92.662,0.903,42.554,875,129,111.038,36.662,1.096,0.913,0.947
158,work,1232.123,1260.358,219.558,156.313,39.998,39.222,116.216,0.634,43.234,817,132,122.005,39.718,1.020,0.981,0.930
159,work,935.760,1087.231,219.462,113.694,35.242,33.807,146.570,0.910,37.294,705,133,124.992,34.781,1.042,0.959,0.940
160,work,1148.115,1172.847,221.449,128.446,40.471,36.121,126.797,0.874,43.207,759,134,135.000,37.806,1.120,0.893,0.933
161,work,1409.474,207.167,224.770,139.247,43.316,41.430,30.879,0.913,44.954,121,149,9.782,42.127,1.046,0.956,0.950
162,work,1367.470,554.016,223.228,159.215,43.113,40.385,20.683,0.678,45.828,354,158,53.130,41.245,1.068,0.937,0.930
163,work,1390.805,1002.740,224.563,138.506,42.754,41.419,146.403,0.911,45.419,643,154,19.654,41.245,1.032,0.969,0.951
164,work,1169.117,464.435,224.025,129.341,41.296,36.046,131.345,0.878,44.537,293,137,149.036,38.131,1.146,0.873,0.933
165,work,1295.129,646.906,225.340,135.822,41.549,39.689,14.543,0.882,44.537,411,139,149.036,39.862,1.047,0.955,0.942
166,work,1208.787,733.812,224.717,128.970,40.485,38.016,124.139,0.913,43.690,468,139,143.531,38.190,1.065,0.939,0.954
167,work,1141.114,294.348,225.156,125.544,38.532,37.706,143.445,0.910,43.234,185,135,122.005,36.662,1.022,0.979,0.950
168,work,1222.789,827.663,226.266,130.606,40.270,38.661,123.352,0.901,42.472,532,138,127.694,39.718,1.042,0.960,0.937
169,work,1099.110,913.991,227.501,129.865,38.518,36.332,40.510,0.819,41.132,586,155,31.329,36.662,1.060,0.943,0.925
170,work,1031.436,114.439,231.345,115.854,37.159,35.341,140.775,0.966,39.629,69,140,117.553,35.135,1.051,0.951,0.962
171,work,1577.491,867.815,246.500,162.641,53.367,37.636,118.901,0.749,58.469,560,142,109.855,41.047,1.418,0.705,0.904
172,work,1337.133,1384.795,241.520,134.185,42.051,40.486,170.548,0.933,44.063,897,147,123.690,39.718,1.039,0.963,0.956
173,work,1414.141,508.570,244.005,155.048,48.734,36.947,135.756,0.739,57.260,319,149,133.919,40.384,1.319,0.758,0.907
174,work,1332.466,418.883,244.819,135.451,42.114,40.285,147.185,0.913,44.537,266,148,120.964,40.990,1.045,0.957,0.950
175,work,1208.787,1300.992,243.352,128.075,40.653,37.859,168.435,0.926,42.554,839,164,21.038,38.190,1.074,0.931,0.956
176,work,1351.135,1131.983,245.803,135.451,41.671,41.284,44.388,0.925,44.063,728,167,33.690,41.245,1.009,0.991,0.952
177,work,1274.127,959.018,248.596,135.080,43.029,37.701,76.601,0.877,45.342,619,174,57.381,38.190,1.141,0.876,0.941
178,work,1367.470,1048.696,248.590,140.513,43.508,40.019,150.154,0.870,45.955,672,165,15.422,41.750,1.087,0.920,0.926
179,work,1260.126,1219.023,245.740,132.025,42.192,38.027,178.075,0.908,43.690,790,149,126.469,36.662,1.110,0.901,0.953
180,work,984.765,1474.816,245.462,131.501,37.282,33.632,32.848,0.716,44.406,955,168,40.815,35.257,1.109,0.902,0.881
181,work,1267.126,247.777,249.006,131.501,40.480,39.856,50.325,0.921,43.234,156,176,57.995,39.718,1.016,0.985,0.951
182,work,1332.466,601.922,250.097,135.822,42.572,39.851,177.446,0.908,45.135,381,170,23.962,39.624,1.068,0.936,0.955
183,work,1185.452,693.510,248.331,128.446,39.423,38.286,137.205,0.903,41.723,448,150,113.749,39.129,1.030,0.971,0.939
184,work,1491.149,784.894,252.567,144.834,45.176,42.027,144.992,0.893,47.821,501,156,153.435,42.127,1.075,0.930,0.934
185,work,1325.466,154.874,251.054,135.451,41.767,40.406,142.905,0.908,44.615,94,152,128.047,40.993,1.034,0.967,0.945
186,work,1304.464,333.570,250.375,133.291,41.451,40.068,18.721,0.923,44.063,207,173,33.690,39.718,1.035,0.967,0.952
187,work,1288.129,65.925,252.749,134.556,42.450,38.636,174.419,0.894,44.089,30,162,165.964,38.902,1.099,0.910,0.939
188,work,1187.785,1432.369,260.006,133.661,40.741,37.121,140.475,0.835,44.063,926,161,146.310,39.197,1.098,0.911,0.908
189,work,1162.116,1515.319,262.981,133.661,40.278,36.736,73.300,0.817,44.537,987,186,59.036,37.735,1.096,0.912,0.911
190,work,1327.799,1343.410,264.397,135.451,43.276,39.065,139.080,0.909,45.777,866,167,154.290,39.718,1.108,0.903,0.948
191,work,1365.136,378.144,270.397,135.822,41.997,41.387,163.857,0.930,44.537,241,164,112.166,41.245,1.015,0.985,0.950
192,work,1208.787,469.664,270.506,131.501,41.803,36.817,125.541,0.878,43.744,304,163,114.775,38.535,1.135,0.881,0.927
193,work,1311.464,1176.139,269.673,135.451,42.253,39.520,105.169,0.898,45.342,762,164,122.619,40.848,1.069,0.935,0.941
194,work,1229.789,1262.505,270.048,136.192,41.336,37.881,122.657,0.833,43.690,818,165,126.469,39.718,1.091,0.916,0.925
195,work,1358.136,290.465,271.913,149.832,43.950,39.346,90.909,0.760,50.039,181,194,58.736,38.190,1.117,0.895,0.914
196,work,1355.802,202.394,272.998,138.506,43.367,39.806,138.371,0.888,46.561,120,169,131.009,41.097,1.089,0.918,0.944
197,work,1348.801,558.735,273.081,138.506,43.161,39.790,141.463,0.884,46.761,357,167,128.367,41.245,1.085,0.922,0.941
198,work,1271.794,651.522,271.721,133.291,41.953,38.598,148.576,0.900,45.342,415,168,147.381,39.624,1.087,0.920,0.945
199,work,1145.781,1091.845,270.978,123.230,39.402,37.025,135.836,0.948,40.676,708,166,124.287,37.806,1.064,0.940,0.956
200,work,1395.473,739.249,274.680,138.877,42.730,41.581,0.170,0.909,45.135,478,166,113.962,41.245,1.028,0.973,0.951
201,work,1456.145,1005.979,274.662,141.191,44.089,42.052,133.368,0.918,47.724,649,167,129.806,41.245,1.048,0.954,0.958
202,work,1358.136,917.435,275.430,138.506,42.949,40.263,16.013,0.890,45.573,589,190,39.560,41.245,1.067,0.937,0.941
203,work,1425.809,22.160,277.800,140.296,44.384,40.902,72.046,0.910,46.636,7,195,58.392,41.245,1.085,0.922,0.952
204,work,1330.133,109.567,277.546,136.716,42.286,40.051,176.027,0.894,44.928,58,176,162.181,40.744,1.056,0.947,0.938
205,work,1122.445,828.997,276.698,123.971,38.011,37.598,52.365,0.918,40.761,530,178,167.005,37.806,1.011,0.989,0.941
206,work,1358.136,1394.501,286.858,138.353,42.895,40.313,152.860,0.892,45.419,900,180,160.346,41.047,1.064,0.940,0.934
207,work,1397.806,512.263,291.998,144.617,42.696,41.684,38.371,0.840,48.740,328,204,57.804,42.343,1.024,0.976,0.933
208,work,1155.115,1219.234,291.014,126.285,40.303,36.492,130.178,0.910,42.251,789,180,130.601,37.806,1.104,0.905,0.944
209,work,1353.468,1470.941,289.744,138.506,43.613,39.513,175.800,0.887,45.573,951,180,140.440,39.001,1.104,0.906,0.947
210,work,1173.784,1304.479,291.968,129.341,39.487,37.848,122.605,0.882,42.444,841,186,149.744,38.190,1.043,0.959,0.940
211,work,1290.462,1134.879,294.688,134.927,41.300,39.783,126.563,0.891,44.928,739,179,107.819,41.061,1.038,0.963,0.936
212,work,1549.488,428.048,296.953,145.358,45.151,43.695,131.253,0.922,47.846,265,191,163.301,44.300,1.033,0.968,0.955
213,work,1404.807,246.357,297.890,138.877,43.316,41.293,137.460,0.915,46.183,150,185,145.784,41.944,1.049,0.953,0.952
