 ,Label,Area,XM,YM,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
925,work,1474.814,882.864,1312.763,143.198,44.839,41.878,146.261,0.904,47.846,563,855,163.301,42.773,1.071,0.934,0.948
926,work,1297.463,1335.984,1312.712,136.716,42.183,39.162,54.682,0.872,44.615,862,868,38.047,40.482,1.077,0.928,0.924
927,work,1040.771,1423.064,1312.984,120.175,38.813,34.142,152.514,0.906,41.132,919,853,158.199,35.368,1.137,0.880,0.942
928,work,1162.116,1542.534,1316.970,147.148,43.015,34.399,67.174,0.674,47.158,994,867,24.905,38.420,1.250,0.800,0.838
929,work,1220.455,1048.339,1316.560,131.501,40.688,38.191,168.124,0.887,42.800,678,851,124.824,38.190,1.065,0.939,0.945
930,work,1134.113,1254.299,1317.987,147.148,39.378,36.670,88.768,0.658,41.947,814,874,56.889,38.190,1.074,0.931,0.917
931,work,1290.462,119.411,1319.534,131.501,41.391,39.696,148.465,0.938,43.983,64,860,159.677,39.718,1.043,0.959,0.958
932,work,1311.464,214.022,1320.457,137.611,42.580,39.216,154.515,0.870,44.615,128,856,141.953,41.125,1.086,0.921,0.930
933,work,1297.463,567.257,1321.191,135.451,42.798,38.599,155.743,0.889,44.928,358,868,17.819,39.695,1.109,0.902,0.941
934,work,1299.796,38.411,1322.523,134.185,41.088,40.278,43.590,0.907,44.615,17,878,51.953,39.718,1.020,0.980,0.948
935,work,1288.129,299.078,1322.579,158.103,42.919,38.214,172.461,0.648,45.419,182,861,160.346,38.190,1.123,0.890,0.927
936,work,1453.812,474.784,1324.969,138.877,43.698,42.360,144.339,0.947,45.955,306,853,111.448,42.773,1.032,0.969,0.959
937,work,1199.453,388.980,1323.364,128.599,40.787,37.443,139.786,0.911,44.406,242,860,153.435,36.662,1.089,0.918,0.952
938,work,1341.801,656.671,1326.525,139.030,42.389,40.303,136.749,0.872,46.761,419,857,128.367,39.718,1.052,0.951,0.951
939,work,1178.451,1173.078,1327.481,129.341,40.142,37.379,70.001,0.885,42.444,761,857,120.256,38.262,1.074,0.931,0.926
940,work,1271.794,745.443,1331.868,133.661,40.439,40.043,125.621,0.895,43.234,475,865,147.995,41.245,1.010,0.990,0.940
941,work,1423.475,955.417,1328.102,146.253,50.708,35.742,159.784,0.836,53.640,608,861,160.017,38.190,1.419,0.705,0.939
942,work,1159.782,834.797,1334.885,129.341,38.556,38.299,94.116,0.871,42.030,541,861,109.093,39.412,1.007,0.993,0.926
943,work,1134.113,1089.818,1336.950,123.754,38.270,37.732,44.478,0.931,41.132,702,868,148.671,36.662,1.014,0.986,0.955
944,work,1323.132,1298.778,1340.441,139.247,43.862,38.409,106.181,0.858,46.860,845,863,109.026,39.600,1.142,0.876,0.920
945,work,1183.118,1379.721,1336.873,130.235,40.040,37.622,175.345,0.877,42.472,895,887,52.306,36.662,1.064,0.940,0.935
946,work,935.760,1507.044,1337.830,140.142,40.225,29.620,147.479,0.599,47.724,976,865,129.806,32.060,1.358,0.736,0.822
947,work,1376.804,162.894,1342.542,144.987,43.463,40.333,138.552,0.823,46.636,93,872,148.392,42.374,1.078,0.928,0.930
948,work,1325.466,520.232,1344.408,136.716,42.058,40.126,66.539,0.891,44.537,334,893,67.834,41.245,1.048,0.954,0.930
949,work,1071.107,1457.393,1341.129,125.020,39.039,34.933,142.417,0.861,41.274,945,868,128.991,36.357,1.118,0.895,0.925
950,work,1236.790,344.526,1345.413,136.192,43.415,36.271,128.450,0.838,47.059,221,867,103.134,37.943,1.197,0.835,0.924
951,work,1131.780,254.109,1345.888,128.075,39.311,36.657,77.824,0.867,42.251,155,889,40.601,36.569,1.072,0.932,0.937
952,work,1346.468,610.820,1347.695,136.563,42.120,40.702,136.101,0.907,44.954,385,880,170.218,41.047,1.035,0.966,0.940
953,work,1150.448,1218.879,1345.347,128.075,39.883,36.727,26.331,0.881,42.251,788,890,49.399,37.896,1.086,0.921,0.935
954,work,1113.111,79.815,1347.096,125.020,38.402,36.906,144.796,0.895,40.676,42,873,145.713,38.161,1.041,0.961,0.944
955,work,1369.803,702.547,1348.298,150.203,44.212,39.448,162.684,0.763,52.252,445,879,164.745,41.245,1.121,0.892,0.881
956,work,1306.797,430.205,1350.413,134.556,41.846,39.762,134.174,0.907,45.853,274,871,119.982,40.095,1.052,0.950,0.944
957,work,1201.787,917.695,1350.947,130.235,41.225,37.118,127.984,0.890,43.234,594,872,122.005,38.940,1.111,0.900,0.941
958,work,1122.445,1005.564,1350.087,123.754,38.563,37.060,7.402,0.921,41.695,646,877,151.557,36.662,1.041,0.961,0.956
959,work,1400.140,1135.122,1357.480,150.203,44.095,40.429,157.475,0.780,46.535,729,882,156.801,41.245,1.091,0.917,0.948
960,work,1180.785,1344.661,1357.069,130.606,39.639,37.928,164.707,0.870,42.472,870,879,142.306,38.776,1.045,0.957,0.927
961,work,1045.438,785.358,1358.157,119.434,37.702,35.306,177.403,0.921,39.155,502,885,159.444,35.135,1.068,0.936,0.950
962,work,1117.778,1419.363,1365.856,152.734,43.320,32.853,91.735,0.602,46.385,925,880,107.241,36.662,1.319,0.758,0.859
963,work,1208.787,1051.353,1365.673,130.606,40.284,38.206,10.509,0.890,44.484,673,890,164.055,38.190,1.054,0.948,0.934
964,work,1325.466,871.378,1367.978,143.568,42.500,39.709,36.266,0.808,45.777,564,909,64.290,42.174,1.070,0.934,0.913
965,work,1199.453,1259.258,1367.126,143.198,40.321,37.876,148.700,0.735,46.183,814,886,145.784,39.718,1.065,0.939,0.907
966,work,1395.473,210.960,1369.702,137.611,43.707,40.651,153.044,0.926,45.853,132,883,119.982,41.061,1.075,0.930,0.955
967,work,1444.478,119.134,1373.485,141.932,44.192,41.617,92.337,0.901,46.183,70,912,55.784,41.245,1.062,0.942,0.953
968,work,1470.147,298.472,1370.870,148.196,46.292,40.435,10.852,0.841,50.434,184,908,35.134,41.245,1.145,0.873,0.924
969,work,1379.138,385.900,1371.622,136.716,42.893,40.939,153.501,0.927,45.955,239,893,158.552,41.245,1.048,0.954,0.952
970,work,1113.111,564.715,1367.711,123.384,38.753,36.571,160.511,0.919,41.274,360,905,38.991,35.135,1.060,0.944,0.949
971,work,326.699,1499.603,1359.282,78.233,30.593,13.597,158.014,0.671,32.225,972,885,148.570,15.561,2.250,0.444,0.854
972,work,1451.478,36.910,1373.446,141.037,43.809,42.185,34.892,0.917,45.853,18,913,60.018,42.773,1.038,0.963,0.954
973,work,1194.786,1181.570,1373.117,128.970,39.402,38.608,10.865,0.903,42.800,761,905,34.824,38.190,1.021,0.980,0.945
974,work,1260.126,648.385,1378.397,135.822,41.476,38.684,153.218,0.858,45.342,412,895,147.381,39.834,1.072,0.933,0.932
975,work,1288.129,961.877,1378.547,134.556,41.164,39.843,48.208,0.894,43.771,626,888,119.249,41.061,1.033,0.968,0.939
976,work,256.692,332.670,1368.148,62.957,22.300,14.656,155.463,0.814,25.424,212,890,147.265,16.804,1.522,0.657,0.932
977,work,1355.802,471.320,1377.645,137.241,43.411,39.766,142.988,0.905,45.573,300,890,129.560,41.245,1.092,0.916,0.954
978,work,1647.498,744.104,1381.921,151.468,47.541,44.123,176.249,0.902,49.946,472,899,156.571,44.300,1.077,0.928,0.951
979,work,630.063,1488.065,1374.660,114.218,36.935,21.720,3.997,0.607,41.723,965,908,23.749,27.497,1.701,0.588,0.801
980,work,1194.786,825.525,1383.312,129.341,40.453,37.605,173.572,0.897,42.609,527,902,165.466,38.190,1.076,0.930,0.943
981,work,154.015,1462.956,1371.092,46.940,14.918,13.145,92.170,0.878,17.283,953,894,135.000,13.610,1.135,0.881,0.904
982,work,1211.121,1385.292,1384.697,135.451,40.251,38.311,51.744,0.830,44.406,896,916,49.185,38.190,1.051,0.952,0.923
983,work,464.380,1447.471,1384.686,91.720,36.238,16.316,79.239,0.694,36.311,943,917,67.751,19.224,2.221,0.450,0.871
984,work,1318.465,1092.450,1388.888,134.556,41.307,40.640,29.131,0.915,43.423,707,921,50.711,40.755,1.016,0.984,0.951
985,work,1068.773,1301.580,1389.060,123.230,38.794,35.078,130.873,0.884,41.695,841,901,151.557,36.860,1.106,0.904,0.924
986,work,1264.793,519.864,1392.183,130.977,40.251,40.009,74.014,0.926,42.251,338,925,77.471,39.967,1.006,0.994,0.948
987,work,1292.796,253.154,1395.213,142.827,42.048,39.146,140.378,0.796,44.615,156,903,128.047,41.245,1.074,0.931,0.912
988,work,1407.140,165.899,1395.682,138.877,44.129,40.600,150.388,0.917,45.828,99,902,126.870,41.423,1.087,0.920,0.950
989,work,1278.794,917.263,1395.743,132.766,41.298,39.426,152.693,0.912,43.234,589,906,147.995,40.384,1.047,0.955,0.943
990,work,1215.788,340.542,1394.253,161.529,42.537,36.392,141.411,0.586,45.828,212,901,126.870,38.190,1.169,0.856,0.930
991,work,1386.138,601.536,1397.231,137.982,42.961,41.081,148.918,0.915,45.955,380,909,158.552,42.237,1.046,0.956,0.945
992,work,1376.804,1006.117,1399.840,139.401,42.900,40.863,77.951,0.890,45.955,654,931,68.552,41.245,1.050,0.953,0.939
993,work,1171.450,1222.696,1398.729,127.704,39.161,38.087,116.225,0.903,42.472,791,905,142.306,37.448,1.028,0.973,0.947
994,work,478.381,1465.026,1393.430,88.140,29.085,20.942,89.062,0.774,32.369,956,923,70.710,22.914,1.389,0.720,0.872
995,work,186.685,1498.921,1388.227,52.526,18.681,12.724,19.206,0.850,20.495,975,912,26.565,13.748,1.468,0.681,0.879
996,work,1068.773,77.964,1401.117,121.070,37.637,36.156,114.021,0.916,39.423,42,908,125.538,36.662,1.041,0.961,0.950
997,work,1344.134,427.201,1401.413,135.975,42.930,39.865,13.151,0.914,44.928,271,929,54.689,39.718,1.077,0.929,0.961
998,work,1505.150,699.261,1403.493,144.617,44.071,43.484,121.691,0.904,47.943,444,925,30.651,42.773,1.013,0.987,0.953
999,work,1213.454,1348.334,1404.773,135.975,41.382,37.336,62.026,0.825,44.615,871,929,38.047,37.895,1.108,0.902,0.928
1000,work,1582.158,1139.782,1408.667,149.308,46.021,43.772,92.256,0.892,48.307,741,907,108.435,45.066,1.051,0.951,0.940
1001,work,1019.768,784.864,1406.730,119.804,37.040,35.054,60.628,0.893,38.646,510,909,108.435,36.506,1.057,0.946,0.931
1002,work,644.064,1427.378,1403.274,101.627,33.573,24.425,134.048,0.784,36.979,924,913,141.710,26.381,1.375,0.728,0.905
1003,work,1036.103,1264.197,1409.525,122.489,36.894,35.756,73.673,0.868,40.330,817,931,37.304,35.135,1.032,0.969,0.927
1004,work,459.713,1512.166,1406.483,82.925,30.462,19.215,66.128,0.840,32.116,984,930,64.654,21.386,1.585,0.631,0.925
1005,work,1292.796,1051.092,1413.335,134.556,41.549,39.617,107.519,0.897,44.063,681,913,123.690,41.021,1.049,0.954,0.938
1006,work,1022.102,1186.367,1414.245,150.049,38.482,33.818,60.940,0.570,42.030,770,938,70.907,36.271,1.138,0.879,0.877
1007,work,973.097,1480.731,1417.037,131.872,41.544,29.824,31.781,0.703,46.636,956,937,31.608,33.192,1.393,0.718,0.855
1008,work,1395.473,382.092,1421.834,137.087,43.060,41.263,35.677,0.933,45.342,237,938,32.619,41.047,1.044,0.958,0.948
1009,work,1045.438,119.937,1419.670,120.699,38.025,35.006,26.175,0.902,40.676,66,935,34.287,35.135,1.086,0.921,0.950
1010,work,1267.126,294.888,1421.669,130.977,41.630,38.754,12.962,0.928,43.983,180,936,20.323,39.718,1.074,0.931,0.950
1011,work,1372.137,873.011,1423.348,137.982,42.592,41.018,40.546,0.906,44.928,557,928,162.181,41.047,1.038,0.963,0.943
1012,work,1325.466,34.979,1423.555,138.877,41.687,40.483,178.037,0.864,45.955,18,947,68.552,41.010,1.030,0.971,0.933
1013,work,1204.120,207.496,1422.292,128.599,40.320,38.024,179.385,0.915,42.800,127,942,55.176,36.662,1.060,0.943,0.957
1014,work,1176.117,467.149,1428.274,128.075,40.582,36.900,98.941,0.901,42.472,294,928,142.306,36.662,1.100,0.909,0.947
1015,work,1281.128,567.036,1428.081,132.920,41.281,39.514,128.526,0.911,44.928,363,923,125.311,39.718,1.045,0.957,0.949
1016,work,1232.123,658.457,1429.488,129.711,42.002,37.350,135.330,0.920,43.983,426,922,110.323,38.531,1.125,0.889,0.944
1017,work,1344.134,963.423,1429.376,136.716,44.117,38.792,141.559,0.904,46.183,623,923,124.216,39.967,1.137,0.879,0.943
1018,work,487.715,1393.819,1418.619,84.714,31.491,19.719,13.106,0.854,32.369,902,932,19.290,19.859,1.597,0.626,0.931
1019,work,1150.448,1308.759,1430.469,130.235,39.199,37.369,65.889,0.852,43.045,851,949,62.526,38.190,1.049,0.953,0.929
1020,work,1521.485,742.642,1433.977,146.777,45.633,42.452,154.617,0.887,49.946,471,934,156.571,42.773,1.075,0.930,0.944
1021,work,1561.156,824.027,1433.401,150.727,48.366,41.097,123.979,0.864,53.466,529,926,126.870,42.773,1.177,0.850,0.941
1022,work,1267.126,1092.827,1437.494,133.291,42.829,37.669,98.559,0.896,44.537,708,929,120.964,36.662,1.137,0.880,0.953
1023,work,917.092,1443.873,1439.364,133.291,46.673,25.018,123.561,0.649,50.780,935,929,133.781,28.235,1.866,0.536,0.872
1024,work,1428.143,514.537,1441.739,140.667,43.608,41.698,142.694,0.907,45.955,323,938,158.552,42.773,1.046,0.956,0.951
1025,work,1012.768,613.628,1438.515,118.168,36.420,35.406,99.975,0.911,39.629,396,930,117.553,35.135,1.029,0.972,0.948
1026,work,1124.779,1225.995,1440.760,125.020,38.722,36.985,153.696,0.904,41.274,791,936,141.009,36.662,1.047,0.955,0.939
1027,work,170.350,1529.872,1427.397,53.421,20.767,10.445,7.961,0.750,20.778,995,937,17.103,10.693,1.988,0.503,0.890
1028,work,1236.790,1357.686,1441.866,151.839,48.280,32.616,31.795,0.674,52.962,878,957,33.232,36.729,1.480,0.676,0.852
1029,work,1339.467,158.671,1446.615,144.834,43.086,39.583,17.754,0.802,46.535,89,951,23.199,42.356,1.088,0.919,0.910
1030,work,1397.806,915.942,1445.648,138.506,43.996,40.453,10.389,0.916,45.853,588,957,29.982,39.718,1.088,0.919,0.952
1031,work,1330.133,79.392,1447.427,137.982,42.595,39.760,136.107,0.878,45.239,38,945,168.311,41.097,1.071,0.933,0.931
1032,work,1115.445,248.398,1444.210,125.020,39.362,36.082,26.092,0.897,41.555,152,953,36.027,36.662,1.091,0.917,0.940
1033,work,1388.472,422.613,1450.771,138.877,43.389,40.744,172.716,0.905,45.955,263,943,158.552,41.245,1.065,0.939,0.944
1034,work,1075.774,1411.807,1446.262,143.568,46.087,29.720,144.627,0.656,51.351,908,938,157.249,34.446,1.551,0.645,0.860
1035,work,1026.769,335.972,1449.472,119.434,36.954,35.377,29.284,0.905,40.359,212,960,60.524,35.135,1.045,0.957,0.948
1036,work,998.766,698.135,1452.442,119.958,37.059,34.315,116.605,0.872,39.981,447,943,133.452,33.607,1.080,0.926,0.942
1037,work,1099.110,1267.525,1452.378,130.606,40.377,34.659,6.374,0.810,42.362,818,959,25.641,36.415,1.165,0.858,0.912
1038,work,723.406,1512.725,1451.138,123.384,40.206,22.909,19.843,0.597,45.110,976,958,28.301,27.586,1.755,0.570,0.803
1039,work,1402.473,1005.776,1457.808,139.401,43.531,41.021,41.597,0.907,46.636,645,962,31.608,41.245,1.061,0.942,0.951
1040,work,1570.490,1137.476,1459.033,148.042,46.139,43.339,139.524,0.900,49.193,736,942,126.158,44.300,1.065,0.939,0.951
1041,work,1241.457,1185.152,1458.989,134.185,40.715,38.823,133.859,0.866,44.300,766,944,136.397,39.600,1.049,0.954,0.931
1042,work,1092.109,1052.841,1458.739,125.915,38.271,36.334,137.434,0.866,40.676,677,948,145.713,38.190,1.053,0.949,0.930
1043,work,1369.803,781.805,1467.795,137.982,42.693,40.852,167.678,0.904,45.573,498,965,13.570,41.245,1.045,0.957,0.948
1044,work,1234.457,32.506,1470.126,131.501,40.504,38.805,59.386,0.897,44.063,10,971,33.690,38.190,1.044,0.958,0.941
1045,work,1351.135,204.528,1469.757,136.192,41.783,41.173,52.989,0.915,43.690,122,970,36.469,41.047,1.015,0.985,0.948
1046,work,1369.803,286.511,1470.501,138.136,42.734,40.813,36.333,0.902,45.419,177,973,42.274,41.245,1.047,0.955,0.950
1047,work,1467.813,377.146,1472.981,144.092,43.791,42.678,115.795,0.888,46.183,234,973,34.216,42.773,1.026,0.975,0.948
1048,work,989.432,875.636,1468.389,120.699,36.653,34.370,158.619,0.853,39.423,565,951,125.538,33.607,1.066,0.938,0.924
1049,work,1197.119,118.934,1474.700,129.865,40.300,37.822,16.139,0.892,43.771,66,973,29.249,38.190,1.066,0.939,0.942
1050,work,1584.491,465.013,1477.932,148.042,45.948,43.907,152.755,0.909,47.968,295,955,127.235,44.300,1.046,0.956,0.950
1051,work,1362.803,643.965,1477.146,140.667,42.515,40.813,47.143,0.865,44.928,410,976,35.311,41.245,1.042,0.960,0.934
1052,work,1197.119,958.871,1474.530,127.704,39.410,38.676,117.180,0.922,42.362,621,953,115.641,38.190,1.019,0.981,0.955
1053,work,58.339,1395.769,1460.295,26.448,9.874,7.523,114.972,1.000,11.016,912,953,123.690,7.638,1.312,0.762,0.926
1054,work,1208.787,546.168,1477.090,127.551,39.918,38.556,29.605,0.934,42.030,344,971,19.093,38.886,1.035,0.966,0.952
1055,work,1283.461,1314.807,1479.418,156.313,44.658,36.592,81.211,0.660,54.009,857,989,81.870,39.600,1.220,0.819,0.835
1056,work,212.355,1457.290,1465.247,56.476,20.120,13.438,53.594,0.837,21.711,949,964,39.289,15.030,1.497,0.668,0.892
1057,work,1061.773,832.299,1477.082,119.804,37.784,35.780,49.262,0.930,40.098,535,976,40.365,36.662,1.056,0.947,0.949
1058,work,1500.483,593.457,1482.837,144.987,44.310,43.117,25.999,0.897,46.561,376,980,41.009,44.071,1.028,0.973,0.944
1059,work,1351.135,733.965,1484.213,152.887,42.460,40.516,7.300,0.726,45.573,469,981,39.560,39.718,1.048,0.954,0.939
1060,work,119.012,1471.065,1469.088,39.040,13.251,11.435,50.178,0.981,14.411,959,964,32.005,12.221,1.159,0.863,0.919
1061,work,240.357,1381.463,1473.268,70.333,19.423,15.756,119.967,0.611,23.911,896,960,153.435,19.129,1.233,0.811,0.738
1062,work,126.013,1505.338,1471.109,42.095,15.359,10.446,153.269,0.894,16.239,982,959,131.186,11.347,1.470,0.680,0.878
1063,work,1173.784,1089.272,1487.500,125.391,39.754,37.594,163.016,0.938,41.555,700,978,17.103,38.190,1.057,0.946,0.948
1064,work,1148.115,1272.486,1491.703,150.573,40.437,36.150,96.438,0.636,45.955,829,991,74.578,39.718,1.119,0.894,0.858
1065,work,291.696,1368.236,1482.452,66.754,23.451,15.837,100.070,0.823,24.868,895,962,100.620,16.804,1.481,0.675,0.880
1066,work,1544.821,1221.707,1493.514,153.258,44.733,43.970,156.015,0.826,48.548,785,983,24.146,44.300,1.017,0.983,0.933
1067,work,674.401,1347.527,1493.061,105.794,33.605,25.552,93.476,0.757,38.190,879,965,106.260,28.934,1.315,0.760,0.854
1068,work,86.342,1441.911,1478.780,35.985,13.568,8.103,150.133,0.838,15.276,940,965,143.130,9.166,1.674,0.597,0.902
1069,work,1232.123,74.175,1495.927,131.130,40.155,39.068,25.512,0.900,42.800,41,968,124.824,39.306,1.028,0.973,0.944
1070,work,1390.805,243.824,1495.829,138.877,43.126,41.061,167.472,0.906,45.955,144,978,164.578,41.245,1.050,0.952,0.952
1071,work,1283.461,687.012,1495.683,132.766,42.525,38.428,138.839,0.915,44.063,442,967,123.690,39.514,1.107,0.904,0.946
1072,work,1164.450,1166.645,1497.559,132.766,39.095,37.924,42.479,0.830,42.609,761,993,75.466,39.186,1.031,0.970,0.912
1073,work,1211.121,160.232,1495.747,129.865,39.912,38.636,169.660,0.902,43.234,94,970,147.995,38.190,1.033,0.968,0.940
1074,work,1386.138,915.694,1497.114,138.136,42.582,41.447,59.822,0.913,45.573,589,991,39.560,41.245,1.027,0.973,0.951
1075,work,72.341,1432.126,1484.065,30.769,10.642,8.655,24.882,0.960,11.931,934,974,39.806,9.166,1.230,0.813,0.899
1076,work,450.378,1499.206,1492.874,82.925,31.630,18.130,121.935,0.823,33.047,976,968,123.690,20.599,1.745,0.573,0.913
1077,work,214.688,1524.878,1489.627,58.637,23.354,11.704,84.932,0.785,24.153,996,983,71.565,12.221,1.995,0.501,0.906
1078,work,1066.440,324.134,1499.334,121.440,37.660,36.055,166.763,0.909,40.589,200,987,19.799,36.726,1.045,0.957,0.936
1079,work,231.023,1391.251,1489.404,59.902,20.586,14.289,20.788,0.809,22.709,907,981,42.274,16.804,1.441,0.694,0.872
1080,work,1337.133,1044.180,1503.316,138.136,44.107,38.599,154.703,0.881,47.059,675,971,125.754,38.791,1.143,0.875,0.940
1081,work,1334.800,419.815,1505.729,135.451,41.565,40.888,168.576,0.914,44.537,261,990,22.166,41.245,1.017,0.984,0.953
1082,work,807.414,1128.129,1502.242,114.959,35.161,29.238,155.649,0.768,38.190,732,974,126.870,30.915,1.203,0.832,0.896
1083,work,1176.117,999.312,1506.836,128.599,40.079,37.363,37.881,0.894,44.928,642,995,35.311,36.662,1.073,0.932,0.943
1084,work,224.022,1416.675,1498.466,57.742,22.627,12.606,106.109,0.844,23.268,924,974,113.199,13.708,1.795,0.557,0.914
1085,work,196.020,1437.237,1495.285,60.797,19.548,12.768,45.470,0.666,22.709,937,985,42.274,16.813,1.531,0.653,0.774
1086,work,1556.489,510.884,1511.138,144.617,45.806,43.265,154.205,0.935,48.548,320,983,155.854,42.773,1.059,0.945,0.961
1087,work,1155.115,868.389,1511.586,128.446,39.766,36.985,101.706,0.880,42.444,561,977,120.256,38.190,1.075,0.930,0.927
1088,work,1519.152,772.505,1519.695,146.777,44.995,42.988,65.796,0.886,49.193,495,1007,53.842,43.969,1.047,0.955,0.946
1089,work,1150.448,957.845,1518.410,130.606,39.469,37.113,89.403,0.848,42.554,620,982,111.038,36.662,1.063,0.940,0.932
1090,work,1243.791,363.155,1520.091,134.556,41.487,38.172,152.383,0.863,43.744,224,997,12.095,39.580,1.087,0.920,0.928
1091,work,51.338,1391.714,1504.063,26.448,10.096,6.474,28.043,0.922,11.016,908,987,33.690,7.638,1.559,0.641,0.846
1092,work,1253.125,201.358,1521.228,128.970,40.749,39.155,100.315,0.947,43.045,127,1009,62.526,38.190,1.041,0.961,0.960
1093,work,1169.117,564.973,1520.480,128.075,39.081,38.089,110.126,0.896,42.800,361,985,124.824,38.190,1.026,0.975,0.941
1094,work,1155.115,824.113,1520.539,125.020,38.518,38.184,86.614,0.929,40.676,527,990,145.713,38.190,1.009,0.991,0.951
1095,work,1183.118,116.687,1522.303,128.075,39.924,37.732,43.128,0.906,42.472,65,1004,37.694,38.190,1.058,0.945,0.946
1096,work,1262.459,282.867,1523.537,135.822,40.468,39.721,60.830,0.860,44.063,179,1011,56.310,39.718,1.019,0.982,0.938
1097,work,140.014,1481.162,1508.023,44.255,17.440,10.222,164.492,0.898,18.458,964,984,155.556,10.693,1.706,0.586,0.916
1098,work,1169.117,36.213,1523.682,127.180,40.077,37.142,175.858,0.908,42.554,11,992,158.962,37.806,1.079,0.927,0.944
1099,work,1120.112,461.240,1524.282,128.446,40.147,35.523,179.309,0.853,42.251,289,995,167.471,35.135,1.130,0.885,0.927
1100,work,1493.482,615.709,1527.580,143.722,44.040,43.178,40.404,0.909,47.968,390,1009,37.235,42.773,1.020,0.980,0.942
1101,work,1211.121,1200.284,1531.085,135.822,39.887,38.660,105.103,0.825,45.110,778,1014,61.699,40.083,1.032,0.969,0.915
1102,work,53.672,1399.515,1513.421,27.343,10.565,6.468,33.928,0.902,11.931,913,993,39.806,7.638,1.633,0.612,0.885
1103,work,224.022,1306.306,1520.489,62.063,18.781,15.187,34.341,0.731,21.872,849,1000,24.775,16.804,1.237,0.809,0.846
1104,work,1409.474,714.518,1534.918,139.772,43.071,41.666,153.156,0.907,45.828,459,993,126.870,41.245,1.034,0.967,0.951
1105,work,1351.135,1119.467,1538.375,140.142,44.347,38.792,86.752,0.865,47.968,731,1022,80.838,39.718,1.143,0.875,0.918
1106,work,1180.785,664.434,1534.213,128.599,41.696,36.057,11.937,0.897,43.423,424,1014,39.289,36.569,1.156,0.865,0.947
1107,work,1325.466,1159.159,1540.976,137.611,42.622,39.595,173.700,0.880,45.853,746,1001,150.018,41.043,1.076,0.929,0.941
1108,work,483.048,1277.359,1534.985,105.052,35.947,17.110,19.895,0.550,38.946,825,1008,25.560,20.561,2.101,0.476,0.775
1109,work,744.408,1233.730,1540.792,110.422,31.681,29.917,138.509,0.767,38.190,799,1001,143.130,29.024,1.059,0.944,0.914
1110,work,109.678,1381.033,1531.550,37.774,14.644,9.536,103.858,0.966,15.728,902,998,119.055,9.166,1.536,0.651,0.949
1111,work,130.680,1319.984,1531.611,42.990,16.507,10.080,15.900,0.889,17.815,859,1006,30.964,10.693,1.638,0.611,0.903
1112,work,74.674,1369.781,1530.370,30.769,10.163,9.355,22.137,0.991,11.634,893,1003,23.199,9.166,1.086,0.921,0.889
1113,work,277.694,1473.141,1535.695,80.394,32.140,11.001,10.920,0.540,35.267,954,1008,17.650,12.990,2.922,0.342,0.826
1114,work,79.341,1359.251,1535.958,32.559,12.873,7.847,167.631,0.941,13.663,886,1003,153.435,7.638,1.640,0.610,0.932
1115,work,130.680,1285.013,1547.460,42.990,15.563,10.691,1.277,0.889,16.453,836,1011,158.199,10.693,1.456,0.687,0.918
