Frame,Label,X,Y,Area,Area Conv. Hull,Peri.,Peri. Conv. Hull,Feret,Min. Feret,Maximum inscriped circle diameter,Area equivalent circle diameter,Long Side Length MBR,Short Side Length MBR,Aspect Ratio,Area/Peri.,Circ.,Elong.,Convexity,Solidity,Num. of Holes,Thinnes Rt.,Contour Temp.,Orientation,Fract. Dim.,Fract. Dim. Goodness
1,952,563.438,1366.220,1150.522,1171.525,116.596,118.279,39.127,35.136,0,38.274,36.664,35.136,1.043,9.868,11.816,0.228,1,0.982,0,1.000,0.141,160.669,1.510,0.960
1,953,1529.624,1363.615,448.073,469.077,74.500,76.038,28.539,19.859,0,23.885,27.498,19.859,1.385,6.014,12.387,0.549,1,0.955,0,1.000,0.152,81.424,1.244,0.940
1,954,117.491,1372.070,1444.570,1479.576,131.427,133.380,43.772,39.719,0,42.887,41.247,39.719,1.038,10.991,11.957,0.128,1,0.976,0,1.000,0.141,108.968,1.592,0.965
1,955,384.164,1370.457,1437.569,1470.241,131.427,132.585,44.407,39.719,0,42.783,41.247,39.719,1.038,10.938,12.015,0.225,1,0.978,0,1.000,0.128,145.860,1.593,0.966
1,956,35.550,1372.500,1453.905,1479.576,130.926,132.890,42.801,41.247,0,43.025,41.247,41.247,1.000,11.105,11.790,0.125,1,0.983,0,1.000,0.142,20.316,1.596,0.965
1,957,1180.269,1372.035,1260.207,1292.879,122.389,124.190,41.105,36.664,0,40.057,38.191,36.664,1.042,10.297,11.886,0.142,1,0.975,0,1.000,0.141,179.035,1.548,0.966
1,958,470.210,1376.455,1367.558,1397.896,127.333,129.430,43.262,38.191,0,41.728,39.719,38.191,1.040,10.740,11.856,0.223,1,0.978,0,1.000,0.144,112.923,1.574,0.966
1,959,960.777,1376.882,1304.547,1337.219,124.785,126.673,41.948,38.191,0,40.755,39.719,38.191,1.040,10.454,11.936,0.206,1,0.976,0,1.000,0.142,23.811,1.564,0.967
1,960,1494.139,1375.071,1115.516,1148.188,119.145,120.804,44.538,33.255,0,37.687,38.191,33.608,1.136,9.363,12.725,0.471,1,0.972,0,0.988,0.140,120.049,1.509,0.963
1,961,647.149,1377.252,1278.876,1304.547,122.738,124.928,40.991,38.164,0,40.352,38.191,38.191,1.000,10.420,11.779,0.152,1,0.980,0,1.000,0.147,118.831,1.553,0.966
1,962,742.899,1380.636,1663.939,1701.279,141.314,143.284,47.945,41.247,0,46.028,45.830,41.247,1.111,11.775,12.001,0.302,1,0.978,0,1.000,0.140,0.121,1.645,0.965
1,963,824.097,1381.903,1229.868,1264.874,121.039,122.271,39.836,38.191,0,39.572,38.191,38.191,1.000,10.161,11.912,0.121,1,0.972,0,1.000,0.131,125.139,1.545,0.967
1,964,1458.784,1381.212,1246.204,1274.209,123.239,124.951,42.801,36.664,0,39.834,38.191,36.664,1.042,10.112,12.187,0.208,1,0.978,0,1.000,0.139,65.192,1.546,0.966
1,965,1383.609,1383.671,1283.544,1318.550,124.436,125.633,41.557,38.013,0,40.426,38.191,38.191,1.000,10.315,12.064,0.214,1,0.973,0,1.000,0.130,125.223,1.557,0.966
1,966,1091.554,1387.786,1334.886,1353.555,124.436,127.671,41.948,38.191,0,41.227,38.191,38.191,1.000,10.727,11.600,0.065,1,0.986,0,1.000,0.160,176.501,1.572,0.966
1,967,1299.966,1387.579,1232.202,1271.875,122.738,123.363,40.677,37.923,0,39.609,39.276,37.792,1.039,10.039,12.226,0.084,1,0.969,0,1.000,0.116,160.004,1.552,0.966
1,968,333.405,1384.093,567.093,576.428,80.293,82.315,28.416,23.765,0,26.871,25.970,24.442,1.062,7.063,11.369,0.382,1,0.984,0,1.000,0.158,38.569,1.290,0.949
1,969,518.950,1390.788,1281.210,1306.881,122.738,124.671,40.677,38.191,0,40.389,38.191,38.191,1.000,10.439,11.758,0.107,1,0.980,0,1.000,0.143,112.089,1.555,0.966
1,970,1545.163,1386.113,646.439,662.775,91.726,94.472,34.836,25.683,0,28.689,30.246,25.925,1.167,7.047,13.015,0.481,1,0.975,0,0.965,0.165,100.201,1.345,0.951
1,971,251.800,1394.169,1341.887,1374.559,127.180,128.394,42.363,38.942,0,41.335,41.247,39.719,1.038,10.551,12.054,0.248,1,0.976,0,1.000,0.130,149.599,1.572,0.966
1,972,164.343,1394.811,1430.568,1463.240,130.577,132.066,43.424,39.719,0,42.679,41.247,39.719,1.038,10.956,11.919,0.182,1,0.978,0,1.000,0.134,158.212,1.587,0.966
1,973,916.156,1394.487,1327.884,1355.889,125.634,127.348,42.253,38.191,0,41.118,39.719,38.191,1.040,10.569,11.886,0.194,1,0.979,0,1.000,0.139,152.619,1.572,0.966
1,974,600.206,1396.213,1402.563,1425.900,128.530,130.835,43.772,39.719,0,42.259,39.719,39.719,1.000,10.912,11.778,0.213,1,0.984,0,1.000,0.147,120.857,1.588,0.966
1,975,1004.734,1398.762,1416.566,1444.570,129.728,131.748,42.801,39.719,0,42.469,41.247,39.719,1.038,10.919,11.880,0.151,1,0.981,0,1.000,0.143,93.649,1.588,0.966
1,976,1221.712,1397.866,1318.550,1351.222,124.785,126.659,41.557,38.191,0,40.974,39.719,38.191,1.040,10.567,11.809,0.217,1,0.976,0,1.000,0.142,108.160,1.569,0.966
1,977,76.423,1399.368,1092.179,1129.519,114.898,115.547,37.946,35.136,0,37.291,36.664,35.136,1.043,9.506,12.087,0.217,1,0.967,0,1.000,0.118,97.825,1.503,0.958
1,978,426.281,1399.932,1386.227,1409.564,127.333,130.129,42.801,38.191,0,42.012,39.719,38.191,1.040,10.887,11.696,0.163,1,0.983,0,1.000,0.154,174.195,1.578,0.966
1,979,698.250,1402.686,1542.586,1565.923,135.674,138.798,46.562,39.719,0,44.318,41.247,39.719,1.038,11.370,11.933,0.165,1,0.985,0,1.000,0.155,99.191,1.609,0.965
1,980,348.303,1400.281,508.750,557.758,86.434,87.805,33.643,19.560,0,25.451,32.478,19.563,1.660,5.886,14.685,0.664,1,0.912,0,0.856,0.143,51.577,1.285,0.958
1,981,1346.439,1402.898,1351.222,1381.560,126.984,129.491,43.424,38.191,0,41.478,38.191,38.191,1.000,10.641,11.934,0.166,1,0.978,0,1.000,0.150,28.502,1.571,0.966
1,982,1427.331,1399.956,940.488,968.492,107.559,109.401,38.313,30.553,0,34.604,33.816,31.898,1.060,8.744,12.301,0.345,1,0.971,0,1.000,0.146,162.992,1.454,0.950
1,983,1138.768,1407.384,1661.606,1701.279,141.662,142.641,46.762,44.091,0,45.996,44.091,44.091,1.000,11.729,12.078,0.145,1,0.977,0,1.000,0.122,110.125,1.642,0.964
1,984,783.576,1405.939,1071.176,1099.180,113.199,114.051,37.451,35.136,0,36.931,36.215,35.532,1.019,9.463,11.963,0.148,1,0.975,0,1.000,0.124,16.682,1.495,0.961
1,985,1262.611,1407.383,1281.210,1302.214,122.738,124.952,41.133,38.162,0,40.389,38.191,38.191,1.000,10.439,11.758,0.153,1,0.984,0,1.000,0.147,150.018,1.557,0.966
1,986,1521.338,1405.344,1101.514,1134.186,118.992,121.550,44.956,30.097,0,37.450,44.538,30.705,1.451,9.257,12.854,0.568,1,0.971,0,0.978,0.153,179.535,1.508,0.965
1,987,1050.328,1412.338,1358.223,1381.560,126.483,128.955,42.253,38.191,0,41.585,39.719,38.191,1.040,10.738,11.779,0.141,1,0.983,0,1.000,0.150,97.892,1.575,0.966
1,988,1185.000,1413.759,1190.195,1213.532,119.340,120.731,40.186,36.664,0,38.928,37.823,36.727,1.030,9.973,11.966,0.257,1,0.981,0,1.000,0.135,87.689,1.535,0.966
1,989,1476.106,1416.591,1486.577,1542.586,136.370,136.834,47.725,39.872,0,43.506,42.774,41.247,1.037,10.901,12.510,0.330,1,0.964,0,1.000,0.109,37.757,1.606,0.965
1,990,380.913,1420.673,1472.575,1509.914,133.822,134.328,43.692,41.247,0,43.301,42.774,41.247,1.037,11.004,12.161,0.153,1,0.975,0,1.000,0.111,118.882,1.603,0.965
1,991,118.863,1418.467,1094.513,1120.184,112.851,115.377,38.556,35.136,0,37.331,35.136,35.136,1.000,9.699,11.636,0.250,1,0.977,0,1.000,0.154,43.056,1.497,0.945
1,992,871.990,1421.915,1465.574,1495.912,132.123,133.598,43.451,41.247,0,43.198,42.774,41.247,1.037,11.092,11.911,0.192,1,0.980,0,1.000,0.134,93.173,1.603,0.965
1,993,33.519,1421.725,1313.882,1344.220,124.785,126.560,41.557,38.191,0,40.901,39.719,38.191,1.040,10.529,11.851,0.132,1,0.977,0,1.000,0.140,14.684,1.565,0.966
1,994,206.318,1420.659,1201.864,1229.868,119.493,121.626,40.331,35.136,0,39.119,38.191,35.136,1.087,10.058,11.880,0.260,1,0.977,0,1.000,0.147,1.571,1.529,0.962
1,995,293.672,1420.462,1339.553,1355.889,124.785,127.942,42.610,36.664,0,41.299,41.247,36.664,1.125,10.735,11.624,0.302,1,0.988,0,1.000,0.159,179.041,1.571,0.966
1,996,1391.100,1422.487,1005.832,1033.836,109.954,112.088,39.037,32.591,0,35.786,35.136,33.608,1.045,9.148,12.020,0.356,1,0.973,0,1.000,0.150,51.601,1.472,0.948
1,997,565.992,1426.405,1313.882,1341.887,125.286,126.851,42.473,38.191,0,40.901,38.191,38.191,1.000,10.487,11.947,0.188,1,0.979,0,1.000,0.137,133.883,1.566,0.966
1,998,465.693,1426.765,1180.860,1204.197,117.446,120.122,39.836,35.136,0,38.775,36.664,35.136,1.043,10.055,11.681,0.230,1,0.981,0,1.000,0.155,90.532,1.520,0.962
1,999,657.005,1428.552,1295.212,1325.551,124.284,125.651,41.948,37.807,0,40.609,41.048,37.823,1.085,10.421,11.926,0.295,1,0.977,0,1.000,0.133,130.767,1.559,0.966
1,1000,962.138,1428.141,1395.562,1428.234,129.380,131.218,44.617,38.191,0,42.153,41.247,38.191,1.080,10.787,11.995,0.297,1,0.977,0,1.000,0.140,151.410,1.587,0.965
1,1001,1307.186,1428.353,1365.224,1400.230,128.182,129.422,43.424,38.191,0,41.692,39.719,38.191,1.040,10.651,12.035,0.236,1,0.975,0,1.000,0.130,111.096,1.577,0.966
1,1002,822.620,1431.712,1589.261,1626.600,139.267,141.053,49.194,41.247,0,44.983,44.302,41.247,1.074,11.412,12.204,0.330,1,0.977,0,1.000,0.137,114.129,1.621,0.965
1,1003,741.214,1432.969,1561.256,1589.261,135.521,138.614,46.637,41.247,0,44.585,42.774,41.247,1.037,11.520,11.764,0.255,1,0.982,0,1.000,0.155,165.747,1.621,0.965
1,1004,1092.081,1436.428,1395.562,1428.234,130.229,131.251,44.064,38.191,0,42.153,41.247,38.191,1.080,10.716,12.153,0.282,1,0.977,0,1.000,0.125,100.390,1.589,0.966
1,1005,1439.888,1435.148,1064.174,1094.513,118.142,117.856,39.719,32.110,0,36.810,38.948,32.800,1.187,9.008,13.116,0.389,0.998,0.972,0,0.958,0.103,123.850,1.495,0.966
1,1006,513.032,1440.320,1411.898,1442.236,128.879,131.344,43.235,39.719,0,42.399,41.247,39.719,1.038,10.955,11.764,0.200,1,0.979,0,1.000,0.149,122.235,1.588,0.966
1,1007,612.108,1437.537,1040.837,1064.174,111.305,112.997,37.946,33.608,0,36.404,33.608,33.608,1.000,9.351,11.903,0.153,1,0.978,0,1.000,0.142,134.240,1.486,0.947
1,1008,1224.584,1439.422,1283.544,1316.216,123.935,125.349,41.133,38.162,0,40.426,38.647,38.647,1.000,10.357,11.967,0.207,1,0.975,0,1.000,0.134,167.490,1.554,0.966
1,1009,1528.661,1436.245,784.129,816.801,102.114,103.728,38.647,27.475,0,31.597,36.664,27.498,1.333,7.679,13.298,0.564,1,0.960,0,0.945,0.143,102.903,1.384,0.961
1,1010,914.508,1444.536,1493.578,1533.251,133.822,135.062,43.772,41.247,0,43.608,42.774,41.247,1.037,11.161,11.990,0.205,1,0.974,0,1.000,0.129,172.866,1.604,0.965
1,1011,1354.858,1442.061,1372.225,1404.897,129.031,130.572,44.617,38.191,0,41.799,39.719,38.191,1.040,10.635,12.133,0.289,1,0.977,0,1.000,0.135,31.695,1.580,0.966
1,1012,157.465,1445.019,1402.563,1442.236,129.227,131.118,43.745,39.681,0,42.259,41.048,41.048,1.000,10.853,11.906,0.293,1,0.972,0,1.000,0.141,1.246,1.589,0.966
1,1013,78.014,1446.541,1327.884,1358.223,125.133,127.150,41.948,38.888,0,41.118,39.719,39.719,1.000,10.612,11.792,0.249,1,0.978,0,1.000,0.144,139.775,1.568,0.966
1,1014,247.265,1443.123,1152.856,1166.858,116.248,118.996,40.677,33.608,0,38.313,36.664,33.608,1.091,9.917,11.722,0.324,1,0.988,0,1.000,0.156,13.857,1.518,0.962
1,1015,334.785,1447.940,1057.173,1087.512,112.001,113.389,37.201,35.136,0,36.688,35.136,35.136,1.000,9.439,11.866,0.189,1,0.972,0,1.000,0.136,52.696,1.484,0.947
1,1016,421.222,1449.306,1460.906,1491.245,132.276,134.086,44.930,39.719,0,43.129,41.247,39.719,1.038,11.044,11.977,0.263,1,0.980,0,1.000,0.139,154.830,1.594,0.966
1,1017,1266.695,1451.490,1348.888,1379.226,126.483,129.258,42.801,38.191,0,41.442,39.719,38.191,1.040,10.665,11.860,0.191,1,0.978,0,1.000,0.154,143.401,1.574,0.966
1,1018,1410.029,1450.907,1092.179,1127.185,115.594,118.090,40.099,34.842,0,37.291,35.532,34.869,1.019,9.448,12.234,0.232,1,0.969,0,1.000,0.153,162.853,1.515,0.967
1,1019,697.178,1451.278,1078.177,1101.514,113.352,115.545,39.424,33.608,0,37.051,35.136,33.608,1.045,9.512,11.917,0.254,1,0.979,0,1.000,0.149,127.225,1.493,0.946
1,1020,1004.455,1456.556,1437.569,1474.908,131.427,132.911,43.692,39.719,0,42.783,41.247,39.719,1.038,10.938,12.015,0.240,1,0.975,0,1.000,0.134,77.945,1.591,0.966
1,1021,1135.895,1457.528,1645.270,1682.609,141.314,142.222,47.578,42.774,0,45.769,44.302,42.774,1.036,11.643,12.138,0.199,1,0.978,0,1.000,0.121,145.311,1.640,0.965
1,1022,1504.957,1454.076,1008.165,1045.505,112.851,114.539,39.276,32.081,0,35.828,38.191,32.081,1.190,8.934,12.632,0.363,1,0.964,0,0.995,0.142,173.469,1.486,0.961
1,1023,1184.196,1457.851,1432.902,1463.240,131.079,133.276,44.617,38.191,0,42.713,41.247,38.191,1.080,10.932,11.991,0.219,1,0.979,0,1.000,0.145,90.730,1.589,0.966
1,1024,1051.697,1456.854,1178.527,1199.530,117.794,119.637,39.127,36.664,0,38.737,36.664,36.664,1.000,10.005,11.774,0.151,1,0.982,0,1.000,0.143,137.972,1.536,0.966
1,1025,1461.902,1463.845,1043.171,1085.178,113.547,114.448,39.660,33.979,0,36.445,36.054,33.919,1.063,9.187,12.359,0.313,1,0.961,0,1.000,0.125,83.252,1.487,0.962
1,1026,31.244,1468.547,1227.535,1255.539,121.387,123.261,41.948,36.664,0,39.534,38.888,37.823,1.028,10.113,12.004,0.322,1,0.978,0,1.000,0.142,92.293,1.548,0.966
1,1027,780.592,1466.728,1400.230,1430.568,128.879,130.989,42.801,39.719,0,42.224,41.247,39.719,1.038,10.865,11.862,0.230,1,0.979,0,1.000,0.144,170.086,1.585,0.966
1,1028,202.655,1468.155,1423.567,1453.905,129.728,131.671,43.235,39.719,0,42.574,41.247,39.719,1.038,10.973,11.822,0.192,1,0.979,0,1.000,0.142,7.170,1.590,0.966
1,1029,285.081,1469.094,1409.564,1451.571,131.775,131.498,43.262,40.756,0,42.364,40.763,40.763,1.000,10.697,12.319,0.071,0.998,0.971,0,1.000,0.101,80.445,1.590,0.966
1,1030,375.703,1471.463,1502.913,1542.586,134.672,136.048,44.930,41.247,0,43.744,42.774,41.247,1.037,11.160,12.068,0.207,1,0.974,0,1.000,0.131,122.338,1.606,0.965
1,1031,874.905,1466.680,1089.845,1113.183,113.700,115.383,38.313,33.608,0,37.251,36.664,33.608,1.091,9.585,11.862,0.312,1,0.979,0,1.000,0.141,165.556,1.507,0.961
1,1032,117.498,1473.541,1250.872,1288.211,123.086,123.684,40.991,38.191,0,39.908,39.660,39.276,1.010,10.163,12.112,0.214,1,0.971,0,1.000,0.115,29.664,1.550,0.966
1,1033,957.344,1473.802,1246.204,1278.876,121.888,123.404,40.331,38.191,0,39.834,38.191,38.191,1.000,10.224,11.922,0.115,1,0.974,0,1.000,0.136,157.560,1.551,0.967
1,1034,1381.701,1472.587,1087.512,1122.517,116.444,118.142,41.133,34.567,0,37.211,34.159,34.159,1.000,9.339,12.468,0.303,1,0.969,0,1.000,0.141,153.906,1.503,0.967
1,1035,463.115,1476.410,1598.595,1619.599,137.220,140.062,46.185,41.247,0,45.115,42.774,41.247,1.037,11.650,11.779,0.171,1,0.987,0,1.000,0.152,168.859,1.625,0.965
1,1036,642.386,1476.047,1451.571,1474.908,130.926,133.087,43.985,41.247,0,42.991,41.247,41.247,1.000,11.087,11.809,0.171,1,0.984,0,1.000,0.144,80.326,1.595,0.965
1,1037,544.594,1476.118,1225.201,1250.872,119.841,122.532,40.360,36.664,0,39.497,38.191,36.664,1.042,10.224,11.722,0.139,1,0.979,0,1.000,0.154,88.673,1.542,0.966
1,1038,1313.315,1477.811,1449.238,1477.242,131.427,133.700,44.064,39.719,0,42.956,41.247,39.719,1.038,11.027,11.919,0.168,1,0.981,0,1.000,0.146,106.431,1.592,0.966
1,1039,831.166,1476.245,1113.183,1141.187,114.898,116.228,38.948,35.136,0,37.648,36.664,35.136,1.043,9.688,11.859,0.237,1,0.975,0,1.000,0.135,33.980,1.504,0.961
1,1040,592.297,1481.466,1542.586,1579.926,135.521,137.565,44.930,41.247,0,44.318,42.774,41.247,1.037,11.383,11.906,0.137,1,0.976,0,1.000,0.142,2.181,1.615,0.965
1,1041,733.073,1482.564,1418.899,1442.236,129.380,131.845,43.692,39.719,0,42.504,39.719,39.719,1.000,10.967,11.797,0.147,1,0.984,0,1.000,0.149,20.467,1.590,0.966
1,1042,1088.107,1486.206,1213.532,1241.537,119.841,121.297,39.424,36.664,0,39.308,38.191,36.664,1.042,10.126,11.835,0.207,1,0.977,0,1.000,0.136,171.119,1.535,0.966
1,1043,1435.381,1489.067,1092.179,1131.852,117.794,118.768,43.745,30.553,0,37.291,41.133,31.493,1.306,9.272,12.704,0.547,1,0.965,0,0.989,0.126,91.239,1.509,0.965
1,1044,1220.894,1492.686,1731.617,1773.624,145.060,146.746,48.909,44.302,0,46.955,44.302,44.302,1.000,11.937,12.152,0.164,1,0.976,0,1.000,0.135,116.617,1.656,0.964
1,1045,1350.547,1491.184,1169.192,1204.197,118.992,120.503,40.447,35.136,0,38.583,39.719,35.136,1.130,9.826,12.110,0.351,1,0.971,0,1.000,0.137,99.880,1.522,0.964
1,1046,1506.329,1487.050,1390.895,1439.903,137.415,138.718,55.334,33.608,0,42.083,51.216,33.816,1.515,10.122,13.576,0.620,1,0.966,0,0.926,0.130,0.093,1.487,0.991
1,1047,1270.115,1492.346,1421.233,1451.571,130.577,132.005,43.692,39.719,0,42.539,41.247,39.719,1.038,10.884,11.997,0.118,1,0.979,0,1.000,0.133,21.518,1.593,0.966
1,1048,242.172,1494.520,1439.903,1470.241,131.274,132.860,43.451,40.991,0,42.818,40.991,40.991,1.000,10.969,11.968,0.164,1,0.979,0,1.000,0.136,165.061,1.599,0.966
1,1049,685.461,1494.226,1299.880,1327.884,125.133,126.023,42.253,38.191,0,40.682,38.948,37.575,1.037,10.388,12.046,0.263,1,0.979,0,1.000,0.123,116.732,1.564,0.966
1,1050,73.000,1494.406,1262.540,1288.211,121.540,124.218,41.133,36.664,0,40.094,38.191,36.664,1.042,10.388,11.700,0.179,1,0.980,0,1.000,0.154,20.240,1.556,0.966
1,1051,914.353,1495.888,1481.910,1516.915,133.474,134.764,44.617,41.247,0,43.438,41.247,41.247,1.000,11.103,12.022,0.154,1,0.977,0,1.000,0.130,125.578,1.600,0.965
1,1052,158.952,1494.474,1213.532,1241.537,120.342,122.042,40.331,35.136,0,39.308,38.191,35.136,1.087,10.084,11.934,0.248,1,0.977,0,1.000,0.140,179.137,1.527,0.963
1,1053,1165.953,1496.811,1236.869,1267.208,121.888,122.749,40.331,36.664,0,39.684,39.719,36.664,1.083,10.148,12.012,0.223,1,0.976,0,1.000,0.123,9.097,1.549,0.966
1,1054,322.541,1497.311,1068.842,1092.179,111.653,113.972,37.295,33.608,0,36.890,35.136,33.608,1.045,9.573,11.663,0.170,1,0.979,0,1.000,0.152,164.544,1.492,0.946
1,1055,418.469,1503.999,1388.561,1430.568,129.728,130.491,42.473,39.719,0,42.047,41.247,39.719,1.038,10.704,12.120,0.116,1,0.971,0,1.000,0.119,104.632,1.580,0.966
1,1056,1042.889,1502.350,1390.895,1416.566,128.182,131.140,44.617,38.191,0,42.083,39.719,38.191,1.040,10.851,11.813,0.301,1,0.982,0,1.000,0.155,153.427,1.583,0.966
1,1057,1401.973,1503.002,1227.535,1267.208,122.738,123.850,41.725,35.939,0,39.534,37.792,36.312,1.041,10.001,12.272,0.270,1,0.969,0,1.000,0.128,7.212,1.543,0.966
1,1058,998.458,1505.246,1243.871,1264.874,121.192,124.057,41.275,36.664,0,39.796,36.664,36.664,1.000,10.264,11.808,0.104,1,0.983,0,1.000,0.156,32.139,1.544,0.966
1,1059,1126.632,1502.345,917.150,938.154,103.813,105.810,36.054,31.757,0,34.172,32.081,32.081,1.000,8.835,11.751,0.233,1,0.978,0,1.000,0.149,137.083,1.451,0.950
1,1060,509.499,1510.071,1568.257,1596.262,136.370,138.965,47.184,41.247,0,44.685,42.774,41.247,1.037,11.500,11.858,0.226,1,0.982,0,1.000,0.149,162.516,1.621,0.965
1,1061,867.140,1510.036,1269.541,1302.214,123.587,125.017,41.557,36.664,0,40.205,39.719,36.664,1.083,10.272,12.031,0.215,1,0.975,0,1.000,0.135,91.504,1.556,0.966
1,1062,771.365,1518.418,1537.919,1570.591,135.521,137.397,45.574,41.247,0,44.251,42.774,41.247,1.037,11.348,11.942,0.212,1,0.979,0,1.000,0.139,80.022,1.616,0.965
1,1063,956.536,1516.676,1215.866,1243.871,120.690,121.915,41.133,36.664,0,39.346,38.191,36.664,1.042,10.074,11.980,0.231,1,0.977,0,1.000,0.131,101.372,1.542,0.966
1,1064,1479.903,1508.081,497.082,511.084,76.199,77.722,26.723,22.915,0,25.158,24.442,22.915,1.067,6.523,11.681,0.299,1,0.973,0,1.000,0.150,144.684,1.265,0.934
1,1065,361.972,1518.669,1281.210,1311.548,122.585,124.917,40.763,37.807,0,40.389,38.888,38.888,1.000,10.452,11.729,0.211,1,0.977,0,1.000,0.149,139.786,1.560,0.966
1,1066,564.237,1519.256,1227.535,1260.207,121.039,122.343,39.836,37.749,0,39.534,38.948,38.948,1.000,10.142,11.935,0.123,1,0.974,0,1.000,0.133,39.610,1.547,0.966
1,1067,200.397,1520.260,1253.205,1276.543,121.540,123.650,40.677,36.664,0,39.945,38.191,36.664,1.042,10.311,11.787,0.227,1,0.982,0,1.000,0.146,100.065,1.550,0.966
1,1068,822.564,1519.494,1218.200,1246.204,119.841,121.771,39.836,36.664,0,39.384,38.191,36.664,1.042,10.165,11.789,0.146,1,0.978,0,1.000,0.144,12.446,1.543,0.966
1,1069,1315.510,1520.907,1269.541,1323.217,130.229,130.983,48.909,36.209,0,40.205,41.500,38.677,1.073,9.749,13.359,0.466,1,0.959,0,0.941,0.119,132.322,1.558,0.966
1,1070,115.243,1521.144,1197.196,1225.201,118.992,120.808,40.360,36.664,0,39.043,38.191,36.664,1.042,10.061,11.827,0.227,1,0.977,0,1.000,0.142,35.917,1.535,0.965
1,1071,281.410,1522.667,1313.882,1339.553,124.785,126.648,41.948,38.191,0,40.901,39.719,38.191,1.040,10.529,11.851,0.240,1,0.981,0,1.000,0.142,81.258,1.566,0.966
1,1072,35.131,1521.903,1187.861,1213.532,118.142,120.424,39.982,35.136,0,38.890,39.719,35.136,1.130,10.054,11.750,0.285,1,0.979,0,1.000,0.149,164.679,1.526,0.963
1,1073,614.009,1526.144,1526.250,1556.589,133.822,136.631,44.486,41.247,0,44.083,42.774,41.247,1.037,11.405,11.734,0.190,1,0.981,0,1.000,0.152,80.567,1.615,0.965
1,1074,460.105,1523.414,1164.524,1183.194,116.596,119.506,39.836,33.608,0,38.506,38.191,33.608,1.136,9.988,11.674,0.324,1,0.984,0,1.000,0.158,178.194,1.521,0.963
1,1075,1460.374,1515.998,294.048,303.383,58.124,59.941,21.712,16.804,0,19.349,18.332,16.804,1.091,5.059,11.489,0.448,1,0.969,0,1.000,0.167,119.414,1.128,0.850
1,1076,1198.077,1530.291,1171.525,1204.197,118.643,120.526,40.677,35.136,0,38.622,38.191,35.136,1.087,9.874,12.015,0.347,1,0.973,0,1.000,0.143,108.136,1.519,0.962
1,1077,713.605,1533.183,1332.552,1355.889,125.286,127.749,42.801,38.191,0,41.191,38.191,38.191,1.000,10.636,11.779,0.169,1,0.983,0,1.000,0.150,126.790,1.568,0.966
1,1078,663.133,1533.369,1201.864,1222.867,118.992,120.790,39.836,36.664,0,39.119,38.191,36.664,1.042,10.100,11.781,0.191,1,0.983,0,1.000,0.142,26.935,1.527,0.965
1,1079,1278.357,1533.546,1262.540,1295.212,123.587,124.609,41.275,36.664,0,40.094,39.719,36.664,1.083,10.216,12.098,0.254,1,0.975,0,1.000,0.126,153.621,1.554,0.966
1,1080,1117.942,1538.286,1292.879,1320.883,123.935,126.012,42.555,38.191,0,40.573,39.719,38.191,1.040,10.432,11.880,0.236,1,0.979,0,1.000,0.145,112.355,1.556,0.966
1,1081,1158.213,1539.841,1353.555,1381.560,126.483,128.850,42.473,38.191,0,41.514,39.719,38.191,1.040,10.701,11.819,0.177,1,0.980,0,1.000,0.148,121.197,1.573,0.966
1,1082,1233.962,1539.326,1015.166,1043.171,110.455,112.265,38.556,32.081,0,35.952,35.136,32.081,1.095,9.191,12.018,0.320,1,0.973,0,1.000,0.144,163.373,1.477,0.948
1,1083,1436.263,1545.561,819.134,865.809,109.258,110.409,42.555,24.442,0,32.295,41.247,24.442,1.688,7.497,14.573,0.680,1,0.946,0,0.862,0.132,174.698,1.428,0.959
