 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
441,1033.770,255,255,255,121.070,37.683,34.929,167.882,0.886,1.079,0.927,0.937
442,1208.787,255,255,255,128.970,41.606,36.992,4.160,0.913,1.125,0.889,0.947
443,1129.446,255,255,255,127.027,39.459,36.444,2.984,0.880,1.083,0.924,0.931
444,1040.771,255,255,255,123.230,38.055,34.822,138.309,0.861,1.093,0.915,0.922
445,1297.463,255,255,255,134.556,44.329,37.266,145.992,0.901,1.190,0.841,0.947
446,1411.808,255,255,255,141.932,43.164,41.645,68.347,0.881,1.036,0.965,0.946
447,1243.791,255,255,255,132.242,40.438,39.162,148.880,0.894,1.033,0.968,0.941
448,1255.459,255,255,255,131.130,41.224,38.776,143.279,0.918,1.063,0.941,0.956
449,1379.138,255,255,255,139.401,43.508,40.360,138.021,0.892,1.078,0.928,0.946
450,1285.795,255,255,255,142.303,44.026,37.185,169.663,0.798,1.184,0.845,0.902
451,1192.452,255,255,255,128.446,39.418,38.518,76.282,0.908,1.023,0.977,0.947
452,1337.133,255,255,255,135.975,42.539,40.022,22.654,0.909,1.063,0.941,0.950
453,1369.803,255,255,255,138.877,44.568,39.133,157.272,0.893,1.139,0.878,0.944
454,1393.139,255,255,255,141.561,43.327,40.939,122.627,0.874,1.058,0.945,0.939
455,1374.471,255,255,255,141.037,45.003,38.887,74.989,0.868,1.157,0.864,0.933
456,938.094,255,255,255,120.021,35.931,33.242,153.924,0.818,1.081,0.925,0.910
457,35.003,255,255,255,22.498,9.144,4.874,53.130,0.869,1.876,0.533,0.789
458,1206.454,255,255,255,131.872,40.557,37.875,11.735,0.872,1.071,0.934,0.937
459,1201.787,255,255,255,129.711,40.233,38.032,175.660,0.898,1.058,0.945,0.937
460,1183.118,255,255,255,129.341,40.217,37.456,144.753,0.889,1.074,0.931,0.950
461,1129.446,255,255,255,137.458,45.140,31.857,165.598,0.751,1.417,0.706,0.891
462,1208.787,255,255,255,131.130,40.242,38.246,144.770,0.883,1.052,0.950,0.933
463,1150.448,255,255,255,127.027,40.880,35.832,150.628,0.896,1.141,0.877,0.933
464,1362.803,255,255,255,139.247,42.271,41.049,116.157,0.883,1.030,0.971,0.941
465,1264.793,255,255,255,135.297,42.245,38.120,135.818,0.868,1.108,0.902,0.926
466,1185.452,255,255,255,130.606,39.968,37.764,169.164,0.873,1.058,0.945,0.937
467,1229.789,255,255,255,132.396,42.741,36.635,170.898,0.882,1.167,0.857,0.934
468,1096.776,255,255,255,126.285,40.095,34.829,166.975,0.864,1.151,0.869,0.932
469,1017.435,255,255,255,119.804,37.198,34.826,82.898,0.891,1.068,0.936,0.937
470,1087.442,255,255,255,122.335,39.064,35.444,20.483,0.913,1.102,0.907,0.945
471,1488.815,255,255,255,143.722,45.777,41.410,170.819,0.906,1.105,0.905,0.955
472,1187.785,255,255,255,143.198,40.998,36.888,129.563,0.728,1.111,0.900,0.883
473,1136.447,255,255,255,126.285,40.472,35.752,145.000,0.895,1.132,0.883,0.944
474,1311.464,255,255,255,134.032,41.436,40.298,36.508,0.917,1.028,0.973,0.943
475,1330.133,255,255,255,135.822,42.083,40.244,150.232,0.906,1.046,0.956,0.944
476,1703.503,255,255,255,155.048,48.203,44.996,8.889,0.890,1.071,0.933,0.952
477,1031.436,255,255,255,124.496,41.567,31.594,134.326,0.836,1.316,0.760,0.921
478,1491.149,255,255,255,150.049,48.002,39.553,107.862,0.832,1.214,0.824,0.924
479,1089.775,255,255,255,122.335,37.883,36.627,152.395,0.915,1.034,0.967,0.944
480,1208.787,255,255,255,130.606,41.068,37.477,80.012,0.890,1.096,0.913,0.945
481,1362.803,255,255,255,137.458,43.749,39.662,81.829,0.906,1.103,0.907,0.937
482,1255.459,255,255,255,132.396,41.584,38.441,149.206,0.900,1.082,0.924,0.946
483,1278.794,255,255,255,132.396,41.792,38.960,161.682,0.917,1.073,0.932,0.948
