 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
131,1078.108,255,255,255,121.070,37.282,36.819,23.405,0.924,1.013,0.988,0.948
132,928.759,255,255,255,114.065,36.816,32.120,165.535,0.897,1.146,0.872,0.932
133,1031.436,255,255,255,117.644,38.954,33.714,154.470,0.937,1.155,0.865,0.957
134,606.727,255,255,255,100.732,37.038,20.857,172.833,0.751,1.776,0.563,0.889
135,1145.781,255,255,255,126.656,38.847,37.553,143.452,0.898,1.034,0.967,0.935
136,1262.459,255,255,255,132.766,41.658,38.586,129.412,0.900,1.080,0.926,0.936
137,1309.131,255,255,255,134.927,41.934,39.749,147.935,0.904,1.055,0.948,0.946
138,1339.467,255,255,255,138.877,41.916,40.688,76.394,0.873,1.030,0.971,0.936
139,1113.111,255,255,255,127.922,40.863,34.683,66.928,0.855,1.178,0.849,0.921
140,1059.439,255,255,255,124.496,38.101,35.403,111.771,0.859,1.076,0.929,0.919
141,32.670,255,255,255,19.073,7.407,5.616,135.000,1.000,1.319,0.758,0.933
142,863.420,255,255,255,115.854,35.477,30.987,63.513,0.808,1.145,0.873,0.908
143,1122.445,255,255,255,127.180,39.324,36.343,159.568,0.872,1.082,0.924,0.932
144,1024.436,255,255,255,119.804,36.528,35.708,14.102,0.897,1.023,0.978,0.935
145,1360.469,255,255,255,137.611,42.828,40.446,123.765,0.903,1.059,0.944,0.946
146,1220.455,255,255,255,131.872,41.651,37.309,163.536,0.882,1.116,0.896,0.936
147,1120.112,255,255,255,123.754,39.525,36.082,9.819,0.919,1.095,0.913,0.952
148,898.423,255,255,255,115.854,36.493,31.346,152.324,0.841,1.164,0.859,0.911
149,1113.111,255,255,255,125.391,38.251,37.051,134.963,0.890,1.032,0.969,0.933
150,1045.438,255,255,255,119.280,37.423,35.569,173.538,0.923,1.052,0.950,0.944
151,1176.117,255,255,255,128.816,39.625,37.792,150.991,0.891,1.049,0.954,0.937
152,1071.107,255,255,255,122.859,39.149,34.836,156.336,0.892,1.124,0.890,0.949
153,1110.778,255,255,255,127.397,39.776,35.557,170.044,0.860,1.119,0.894,0.921
154,921.759,255,255,255,125.020,36.036,32.568,110.161,0.741,1.106,0.904,0.859
155,1292.796,255,255,255,131.872,41.415,39.745,135.958,0.934,1.042,0.960,0.954
156,1066.440,255,255,255,123.230,38.842,34.958,95.716,0.882,1.111,0.900,0.930
157,1115.445,255,255,255,149.308,38.420,36.966,145.972,0.629,1.039,0.962,0.917
158,1267.126,255,255,255,133.137,41.021,39.330,123.436,0.898,1.043,0.959,0.936
159,1306.797,255,255,255,137.087,42.004,39.613,24.879,0.874,1.060,0.943,0.936
160,875.087,255,255,255,110.114,34.734,32.078,145.974,0.907,1.083,0.924,0.934
161,1073.440,255,255,255,123.601,39.899,34.256,126.697,0.883,1.165,0.859,0.940
162,18.669,255,255,255,13.857,5.404,4.399,45.000,1.000,1.229,0.814,0.941
163,1320.798,255,255,255,133.661,41.993,40.047,44.689,0.929,1.049,0.954,0.954
164,1250.792,255,255,255,132.766,42.024,37.896,172.399,0.892,1.109,0.902,0.937
165,1143.447,255,255,255,126.285,40.153,36.258,129.549,0.901,1.107,0.903,0.945
166,1031.436,255,255,255,120.699,37.988,34.571,140.324,0.890,1.099,0.910,0.933
167,1085.108,255,255,255,125.915,38.672,35.727,117.147,0.860,1.082,0.924,0.925
168,1138.780,255,255,255,125.761,38.415,37.744,54.095,0.905,1.018,0.983,0.935
169,994.099,255,255,255,124.496,37.731,33.546,47.631,0.806,1.125,0.889,0.905
170,949.761,255,255,255,114.065,36.184,33.420,131.911,0.917,1.083,0.924,0.942
171,1563.489,255,255,255,161.746,52.539,37.890,119.043,0.751,1.387,0.721,0.895
172,1339.467,255,255,255,151.098,47.129,36.187,133.309,0.737,1.302,0.768,0.892
173,1225.122,255,255,255,130.235,40.398,38.613,151.250,0.908,1.046,0.956,0.948
174,1122.445,255,255,255,125.391,38.872,36.765,171.916,0.897,1.057,0.946,0.933
175,1208.787,255,255,255,131.501,40.091,38.390,135.002,0.878,1.044,0.958,0.939
176,1227.456,255,255,255,132.025,42.923,36.410,72.477,0.885,1.179,0.848,0.950
177,1250.792,255,255,255,133.661,40.996,38.847,156.111,0.880,1.055,0.948,0.945
178,1171.450,255,255,255,127.180,41.182,36.218,171.055,0.910,1.137,0.879,0.944
179,1178.451,255,255,255,126.285,39.176,38.301,12.829,0.929,1.023,0.978,0.947
180,1136.447,255,255,255,125.391,39.552,36.584,131.824,0.908,1.081,0.925,0.942
181,1374.471,255,255,255,139.618,42.721,40.964,134.824,0.886,1.043,0.959,0.934
182,1278.794,255,255,255,134.927,41.825,38.929,151.508,0.883,1.074,0.931,0.932
183,912.424,255,255,255,122.489,35.423,32.796,29.351,0.764,1.080,0.926,0.896
184,1234.457,255,255,255,131.872,40.145,39.152,13.516,0.892,1.025,0.975,0.939
185,1215.788,255,255,255,129.341,41.213,37.561,177.370,0.913,1.097,0.911,0.948
186,1204.120,255,255,255,128.970,39.448,38.865,9.374,0.910,1.015,0.985,0.951
187,1192.452,255,255,255,130.235,42.016,36.136,170.200,0.883,1.163,0.860,0.941
188,1080.441,255,255,255,125.391,39.352,34.958,143.069,0.864,1.126,0.888,0.925
189,1185.452,255,255,255,128.816,40.190,37.555,142.971,0.898,1.070,0.934,0.942
190,1043.104,255,255,255,139.618,38.911,34.132,92.970,0.672,1.140,0.877,0.891
191,1211.121,255,255,255,132.025,40.593,37.988,108.011,0.873,1.069,0.936,0.940
192,1283.461,255,255,255,132.396,41.463,39.412,163.518,0.920,1.052,0.951,0.950
193,1120.112,255,255,255,126.285,39.927,35.719,118.983,0.883,1.118,0.895,0.929
194,1115.445,255,255,255,131.347,39.553,35.907,125.390,0.812,1.102,0.908,0.912
195,1246.124,255,255,255,133.291,41.487,38.244,107.593,0.881,1.085,0.922,0.942
196,1061.773,255,255,255,120.546,38.445,35.164,134.969,0.918,1.093,0.915,0.944
197,1241.457,255,255,255,133.291,41.384,38.195,139.650,0.878,1.083,0.923,0.938
198,1234.457,255,255,255,131.130,41.791,37.610,142.252,0.902,1.111,0.900,0.944
199,1194.786,255,255,255,128.970,40.638,37.435,159.451,0.903,1.086,0.921,0.946
200,1278.794,255,255,255,134.556,40.875,39.834,55.602,0.888,1.026,0.975,0.942
201,1299.796,255,255,255,134.556,41.525,39.854,174.297,0.902,1.042,0.960,0.947
202,1346.468,255,255,255,137.611,42.913,39.950,144.178,0.894,1.074,0.931,0.947
203,1038.437,255,255,255,120.916,37.211,35.531,99.049,0.893,1.047,0.955,0.934
204,1283.461,255,255,255,136.346,41.605,39.278,166.801,0.868,1.059,0.944,0.944
205,1248.458,255,255,255,135.297,40.535,39.215,160.313,0.857,1.034,0.967,0.931
206,1288.129,255,255,255,141.037,41.067,39.937,50.995,0.814,1.028,0.972,0.922
207,1085.108,255,255,255,125.391,38.718,35.684,122.754,0.867,1.085,0.922,0.932
208,1257.792,255,255,255,134.032,41.064,38.999,160.064,0.880,1.053,0.950,0.930
209,1080.441,255,255,255,124.125,38.814,35.442,127.026,0.881,1.095,0.913,0.935
210,1435.143,255,255,255,141.932,43.884,41.639,126.469,0.895,1.054,0.949,0.948
211,1185.452,255,255,255,129.341,40.248,37.501,114.670,0.890,1.073,0.932,0.932
212,1290.462,255,255,255,135.822,41.524,39.569,126.944,0.879,1.049,0.953,0.946
213,1180.785,255,255,255,131.501,40.450,37.168,169.897,0.858,1.088,0.919,0.922
214,1407.140,255,255,255,141.778,43.230,41.444,82.461,0.880,1.043,0.959,0.938
215,921.759,255,255,255,112.953,35.330,33.219,32.264,0.908,1.064,0.940,0.946
216,1374.471,255,255,255,146.253,43.968,39.803,153.286,0.807,1.105,0.905,0.920
217,1206.454,255,255,255,129.711,40.087,38.319,178.540,0.901,1.046,0.956,0.946
218,1206.454,255,255,255,127.704,40.806,37.644,175.596,0.930,1.084,0.923,0.956
219,1442.144,255,255,255,141.561,44.890,40.904,150.257,0.904,1.097,0.911,0.951
220,1243.791,255,255,255,133.291,41.015,38.611,108.000,0.880,1.062,0.941,0.938
221,1355.802,255,255,255,135.451,43.639,39.557,139.089,0.929,1.103,0.906,0.964
222,1255.459,255,255,255,136.346,40.229,39.735,166.482,0.849,1.012,0.988,0.935
223,1290.462,255,255,255,132.766,41.925,39.190,140.372,0.920,1.070,0.935,0.951
224,1110.778,255,255,255,126.656,39.123,36.150,171.927,0.870,1.082,0.924,0.922
225,987.099,255,255,255,120.175,37.729,33.312,153.743,0.859,1.133,0.883,0.919
226,1269.460,255,255,255,132.242,40.682,39.731,107.834,0.912,1.024,0.977,0.945
227,1313.798,255,255,255,135.297,42.620,39.248,169.932,0.902,1.086,0.921,0.943
228,1185.452,255,255,255,128.816,40.349,37.407,149.984,0.898,1.079,0.927,0.936
229,1365.136,255,255,255,137.611,42.455,40.941,6.555,0.906,1.037,0.964,0.946
230,1101.443,255,255,255,126.285,37.809,37.092,47.411,0.868,1.019,0.981,0.935
231,1390.805,255,255,255,137.241,42.614,41.555,7.625,0.928,1.026,0.975,0.957
232,1017.435,255,255,255,120.175,37.826,34.247,144.697,0.885,1.104,0.905,0.945
233,1302.130,255,255,255,137.458,43.040,38.521,149.983,0.866,1.117,0.895,0.938
234,1211.121,255,255,255,128.446,41.100,37.519,166.210,0.922,1.095,0.913,0.948
235,1243.791,255,255,255,134.927,40.954,38.669,2.030,0.859,1.059,0.944,0.931
236,1101.443,255,255,255,124.125,37.565,37.333,81.510,0.898,1.006,0.994,0.937
237,1169.117,255,255,255,129.341,40.021,37.194,158.811,0.878,1.076,0.929,0.926
238,1229.789,255,255,255,131.130,40.940,38.247,164.854,0.899,1.070,0.934,0.944
239,1152.782,255,255,255,126.285,40.232,36.482,93.121,0.908,1.103,0.907,0.945
240,1260.126,255,255,255,139.618,42.573,37.687,110.604,0.812,1.130,0.885,0.938
241,1211.121,255,255,255,132.025,39.349,39.189,148.510,0.873,1.004,0.996,0.929
242,982.431,255,255,255,120.175,36.670,34.111,109.579,0.855,1.075,0.930,0.918
243,1337.133,255,255,255,135.822,41.693,40.834,146.909,0.911,1.021,0.979,0.942
244,1295.129,255,255,255,134.032,41.964,39.296,143.368,0.906,1.068,0.936,0.945
245,1068.773,255,255,255,122.859,38.244,35.582,133.275,0.890,1.075,0.930,0.935
246,1054.772,255,255,255,122.489,38.847,34.571,155.818,0.883,1.124,0.890,0.941
247,1138.780,255,255,255,130.082,41.001,35.363,166.698,0.846,1.159,0.862,0.924
248,1190.119,255,255,255,128.075,40.838,37.105,152.010,0.912,1.101,0.909,0.947
249,1199.453,255,255,255,127.180,39.668,38.499,34.863,0.932,1.030,0.971,0.954
250,1194.786,255,255,255,128.816,39.508,38.505,57.748,0.905,1.026,0.975,0.939
251,1278.794,255,255,255,133.661,41.674,39.071,144.164,0.899,1.067,0.938,0.942
252,973.097,255,255,255,114.959,35.708,34.698,19.742,0.925,1.029,0.972,0.942
253,1255.459,255,255,255,133.291,41.418,38.594,0.098,0.888,1.073,0.932,0.937
254,1117.778,255,255,255,121.440,39.094,36.404,115.305,0.952,1.074,0.931,0.957
255,1078.108,255,255,255,121.965,38.807,35.372,148.461,0.911,1.097,0.911,0.944
256,1540.154,255,255,255,146.994,45.110,43.471,150.174,0.896,1.038,0.964,0.937
257,1080.441,255,255,255,121.965,38.669,35.576,151.115,0.913,1.087,0.920,0.946
258,1089.775,255,255,255,124.125,38.689,35.864,159.801,0.889,1.079,0.927,0.941
259,1360.469,255,255,255,136.716,44.019,39.351,116.449,0.915,1.119,0.894,0.949
260,1218.122,255,255,255,128.446,39.654,39.112,39.175,0.928,1.014,0.986,0.948
261,1057.106,255,255,255,128.075,37.933,35.482,154.560,0.810,1.069,0.935,0.912
262,1274.127,255,255,255,133.661,41.336,39.246,2.169,0.896,1.053,0.949,0.943
263,1136.447,255,255,255,124.125,38.329,37.751,11.972,0.927,1.015,0.985,0.947
264,1332.466,255,255,255,138.506,43.524,38.980,121.882,0.873,1.117,0.896,0.943
265,1108.444,255,255,255,124.496,39.677,35.570,4.943,0.899,1.115,0.896,0.940
266,1332.466,255,255,255,134.927,41.891,40.500,163.759,0.920,1.034,0.967,0.956
267,1110.778,255,255,255,123.230,39.881,35.463,140.670,0.919,1.125,0.889,0.944
268,1201.787,255,255,255,130.082,39.850,38.398,11.440,0.892,1.038,0.964,0.933
269,1204.120,255,255,255,129.341,40.086,38.246,138.142,0.905,1.048,0.954,0.942
270,1458.479,255,255,255,150.573,46.076,40.303,155.617,0.808,1.143,0.875,0.918
271,1311.464,255,255,255,138.506,44.407,37.602,2.389,0.859,1.181,0.847,0.936
272,1353.468,255,255,255,139.772,42.697,40.361,126.886,0.871,1.058,0.945,0.932
273,1183.118,255,255,255,127.334,40.915,36.818,161.256,0.917,1.111,0.900,0.962
274,1316.131,255,255,255,136.192,42.354,39.565,7.039,0.892,1.070,0.934,0.942
275,1045.438,255,255,255,121.965,37.808,35.206,74.306,0.883,1.074,0.931,0.930
276,1400.140,255,255,255,141.932,44.228,40.307,115.010,0.873,1.097,0.911,0.934
277,1129.446,255,255,255,125.391,39.227,36.660,153.390,0.903,1.070,0.935,0.940
278,1353.468,255,255,255,139.247,42.877,40.192,166.701,0.877,1.067,0.937,0.930
279,1290.462,255,255,255,135.451,42.548,38.616,153.419,0.884,1.102,0.908,0.936
280,1327.799,255,255,255,134.556,42.652,39.637,40.141,0.922,1.076,0.929,0.949
281,1334.800,255,255,255,138.353,43.104,39.428,124.451,0.876,1.093,0.915,0.934
282,907.757,255,255,255,111.904,36.699,31.494,163.551,0.911,1.165,0.858,0.941
283,1120.112,255,255,255,124.125,39.100,36.475,169.014,0.914,1.072,0.933,0.947
284,1166.783,255,255,255,128.446,40.512,36.670,163.096,0.889,1.105,0.905,0.946
285,1225.122,255,255,255,131.130,42.079,37.070,172.380,0.895,1.135,0.881,0.949
286,998.766,255,255,255,120.175,38.135,33.346,0.291,0.869,1.144,0.874,0.927
287,1346.468,255,255,255,137.241,43.139,39.741,162.532,0.898,1.086,0.921,0.945
288,1159.782,255,255,255,128.970,39.717,37.180,142.081,0.876,1.068,0.936,0.939
289,1213.454,255,255,255,130.606,42.520,36.336,175.100,0.894,1.170,0.855,0.947
290,1288.129,255,255,255,134.556,42.353,38.724,176.300,0.894,1.094,0.914,0.940
291,1082.775,255,255,255,121.070,38.136,36.150,109.048,0.928,1.055,0.948,0.948
292,1038.437,255,255,255,121.440,37.053,35.683,50.208,0.885,1.038,0.963,0.930
293,1232.123,255,255,255,133.661,40.061,39.160,42.388,0.867,1.023,0.977,0.934
294,1330.133,255,255,255,137.611,43.658,38.792,129.609,0.883,1.125,0.889,0.942
295,1430.476,255,255,255,146.623,43.124,42.235,65.669,0.836,1.021,0.979,0.912
296,1071.107,255,255,255,121.440,39.029,34.943,172.952,0.913,1.117,0.895,0.944
297,987.099,255,255,255,115.854,36.342,34.583,102.947,0.924,1.051,0.952,0.946
298,79.341,255,255,255,31.664,10.464,9.654,161.565,0.994,1.084,0.923,0.919
299,1171.450,255,255,255,127.180,39.951,37.334,165.589,0.910,1.070,0.935,0.946
300,1255.459,255,255,255,130.977,41.553,38.469,114.827,0.920,1.080,0.926,0.945
301,1250.792,255,255,255,133.661,40.621,39.205,83.560,0.880,1.036,0.965,0.933
302,1346.468,255,255,255,136.192,43.360,39.538,28.688,0.912,1.097,0.912,0.947
303,1045.438,255,255,255,120.699,36.684,36.285,114.126,0.902,1.011,0.989,0.943
304,1148.115,255,255,255,127.180,39.226,37.267,2.290,0.892,1.053,0.950,0.939
305,1365.136,255,255,255,136.346,43.566,39.897,18.190,0.923,1.092,0.916,0.957
306,1110.778,255,255,255,128.446,38.940,36.319,32.135,0.846,1.072,0.933,0.923
307,1481.815,255,255,255,155.943,45.669,41.313,31.887,0.766,1.105,0.905,0.912
308,1421.142,255,255,255,141.037,43.179,41.906,150.814,0.898,1.030,0.971,0.946
309,1008.101,255,255,255,118.015,37.875,33.889,22.940,0.910,1.118,0.895,0.940
310,1094.443,255,255,255,125.020,39.759,35.048,175.664,0.880,1.134,0.881,0.931
311,1194.786,255,255,255,131.501,39.659,38.359,35.096,0.868,1.034,0.967,0.924
312,1325.466,255,255,255,135.451,43.891,38.451,176.364,0.908,1.141,0.876,0.947
313,1115.445,255,255,255,134.403,38.336,37.047,150.362,0.776,1.035,0.966,0.901
314,1554.155,255,255,255,148.784,45.655,43.342,165.850,0.882,1.053,0.949,0.937
315,1395.473,255,255,255,138.877,44.012,40.370,172.410,0.909,1.090,0.917,0.948
316,1400.140,255,255,255,141.778,42.908,41.547,87.940,0.875,1.033,0.968,0.941
317,1297.463,255,255,255,134.556,41.685,39.630,93.679,0.901,1.052,0.951,0.942
318,1166.783,255,255,255,127.551,40.786,36.425,3.822,0.901,1.120,0.893,0.939
319,1281.128,255,255,255,134.927,41.364,39.435,78.456,0.884,1.049,0.953,0.935
320,1129.446,255,255,255,125.761,39.349,36.546,25.524,0.897,1.077,0.929,0.942
321,1171.450,255,255,255,128.970,39.654,37.614,5.461,0.885,1.054,0.949,0.939
322,1099.110,255,255,255,124.649,38.023,36.805,35.496,0.889,1.033,0.968,0.943
323,1162.116,255,255,255,126.285,39.855,37.126,125.378,0.916,1.074,0.932,0.950
324,1194.786,255,255,255,128.970,41.757,36.431,170.250,0.903,1.146,0.872,0.953
325,1383.805,255,255,255,140.142,42.463,41.493,50.103,0.885,1.023,0.977,0.941
326,1152.782,255,255,255,127.027,39.738,36.936,162.579,0.898,1.076,0.929,0.936
327,1131.780,255,255,255,125.915,39.237,36.726,134.033,0.897,1.068,0.936,0.933
328,1134.113,255,255,255,128.075,39.580,36.483,5.879,0.869,1.085,0.922,0.938
329,977.764,255,255,255,118.015,36.597,34.018,158.041,0.882,1.076,0.930,0.937
330,1248.458,255,255,255,133.661,41.425,38.373,19.505,0.878,1.080,0.926,0.938
331,1276.461,255,255,255,134.185,40.573,40.057,58.234,0.891,1.013,0.987,0.941
332,1260.126,255,255,255,131.501,42.267,37.959,152.707,0.916,1.113,0.898,0.949
333,1073.440,255,255,255,121.594,37.443,36.502,128.915,0.912,1.026,0.975,0.947
334,1197.119,255,255,255,129.865,40.086,38.024,148.024,0.892,1.054,0.949,0.942
335,1414.141,255,255,255,144.092,44.184,40.751,134.385,0.856,1.084,0.922,0.932
336,1089.775,255,255,255,123.754,38.022,36.493,132.769,0.894,1.042,0.960,0.941
337,1439.810,255,255,255,143.198,43.507,42.136,120.952,0.882,1.033,0.968,0.937
338,1183.118,255,255,255,128.970,40.533,37.165,125.520,0.894,1.091,0.917,0.945
339,1012.768,255,255,255,116.749,37.375,34.502,130.114,0.934,1.083,0.923,0.951
340,1178.451,255,255,255,128.075,39.344,38.137,122.010,0.903,1.032,0.969,0.947
341,1131.780,255,255,255,125.020,39.142,36.816,12.438,0.910,1.063,0.941,0.944
342,1318.465,255,255,255,134.927,42.883,39.147,177.220,0.910,1.095,0.913,0.945
343,1276.461,255,255,255,134.556,40.953,39.685,132.777,0.886,1.032,0.969,0.941
344,1145.781,255,255,255,131.872,40.514,36.009,43.007,0.828,1.125,0.889,0.922
345,1045.438,255,255,255,122.859,37.116,35.863,174.558,0.870,1.035,0.966,0.933
346,1010.434,255,255,255,119.804,37.833,34.005,118.146,0.885,1.113,0.899,0.931
347,1444.478,255,255,255,143.198,43.590,42.193,40.066,0.885,1.033,0.968,0.940
348,1453.812,255,255,255,144.987,44.544,41.555,128.575,0.869,1.072,0.933,0.930
349,1638.164,255,255,255,152.517,48.258,43.221,139.551,0.885,1.117,0.896,0.949
350,1362.803,255,255,255,138.136,42.453,40.873,138.892,0.897,1.039,0.963,0.948
351,1477.147,255,255,255,141.932,43.505,43.231,134.057,0.921,1.006,0.994,0.954
352,1082.775,255,255,255,124.649,37.445,36.818,154.825,0.876,1.017,0.983,0.942
353,1346.468,255,255,255,138.877,43.727,39.206,9.387,0.877,1.115,0.897,0.938
354,1292.796,255,255,255,137.982,42.613,38.627,177.967,0.853,1.103,0.906,0.920
355,1215.788,255,255,255,128.446,40.751,37.987,169.182,0.926,1.073,0.932,0.952
356,1208.787,255,255,255,130.977,41.085,37.461,167.112,0.885,1.097,0.912,0.932
357,1386.138,255,255,255,140.142,42.839,41.198,112.545,0.887,1.040,0.962,0.937
358,1078.108,255,255,255,121.070,37.552,36.554,9.940,0.924,1.027,0.973,0.948
359,1246.124,255,255,255,131.501,40.360,39.311,168.624,0.906,1.027,0.974,0.941
360,1141.114,255,255,255,128.599,39.476,36.805,27.732,0.867,1.073,0.932,0.938
361,1201.787,255,255,255,127.551,39.950,38.302,157.275,0.928,1.043,0.959,0.950
362,1152.782,255,255,255,126.285,39.383,37.269,20.660,0.908,1.057,0.946,0.945
363,1043.104,255,255,255,119.804,36.763,36.126,1.788,0.913,1.018,0.983,0.944
364,1106.110,255,255,255,127.027,39.356,35.785,140.808,0.861,1.100,0.909,0.930
365,1250.792,255,255,255,131.501,41.576,38.305,175.720,0.909,1.085,0.921,0.948
366,1316.131,255,255,255,135.451,42.113,39.792,137.853,0.901,1.058,0.945,0.946
367,1250.792,255,255,255,138.506,40.884,38.953,120.571,0.819,1.050,0.953,0.920
368,1428.143,255,255,255,140.667,44.549,40.817,138.301,0.907,1.091,0.916,0.953
369,1330.133,255,255,255,136.716,42.662,39.698,149.421,0.894,1.075,0.931,0.944
370,1400.140,255,255,255,139.772,42.635,41.813,151.473,0.901,1.020,0.981,0.951
371,1054.772,255,255,255,124.649,37.980,35.360,11.831,0.853,1.074,0.931,0.929
372,1460.812,255,255,255,144.987,44.059,42.215,160.909,0.873,1.044,0.958,0.936
373,1369.803,255,255,255,141.037,42.480,41.057,121.437,0.865,1.035,0.967,0.938
374,1101.443,255,255,255,123.230,38.408,36.513,137.647,0.911,1.052,0.951,0.943
375,1421.142,255,255,255,141.932,42.788,42.288,139.571,0.887,1.012,0.988,0.941
376,1456.145,255,255,255,142.303,44.104,42.038,173.079,0.904,1.049,0.953,0.950
377,994.099,255,255,255,117.644,35.735,35.420,149.424,0.903,1.009,0.991,0.941
378,1197.119,255,255,255,128.816,41.332,36.878,129.075,0.907,1.121,0.892,0.942
379,1054.772,255,255,255,121.070,36.876,36.419,128.088,0.904,1.013,0.988,0.936
380,996.433,255,255,255,131.872,38.894,32.619,168.613,0.720,1.192,0.839,0.909
381,1162.116,255,255,255,126.656,39.318,37.633,148.450,0.910,1.045,0.957,0.943
382,1311.464,255,255,255,137.611,41.542,40.195,172.618,0.870,1.034,0.968,0.928
383,1138.780,255,255,255,128.446,40.253,36.021,47.554,0.867,1.117,0.895,0.928
384,1229.789,255,255,255,132.242,41.496,37.734,145.181,0.884,1.100,0.909,0.929
385,1176.117,255,255,255,127.922,39.489,37.921,151.013,0.903,1.041,0.960,0.935
386,1134.113,255,255,255,127.180,38.216,37.785,38.680,0.881,1.011,0.989,0.935
387,1465.480,255,255,255,144.092,43.316,43.077,109.452,0.887,1.006,0.994,0.946
388,1330.133,255,255,255,135.822,42.039,40.286,166.173,0.906,1.044,0.958,0.944
389,1360.469,255,255,255,138.506,43.234,40.066,161.625,0.891,1.079,0.927,0.942
390,1316.131,255,255,255,148.413,45.378,36.928,138.051,0.751,1.229,0.814,0.901
391,1239.124,255,255,255,130.760,41.473,38.041,136.741,0.911,1.090,0.917,0.953
392,900.757,255,255,255,114.589,35.883,31.962,164.310,0.862,1.123,0.891,0.926
393,1481.815,255,255,255,143.198,44.930,41.993,162.770,0.908,1.070,0.935,0.946
394,1255.459,255,255,255,133.291,41.972,38.085,156.770,0.888,1.102,0.907,0.943
395,1260.126,255,255,255,133.137,40.183,39.928,28.773,0.893,1.006,0.994,0.934
396,1220.455,255,255,255,131.872,40.934,37.962,161.375,0.882,1.078,0.927,0.932
397,1453.812,255,255,255,151.992,47.706,38.801,55.140,0.791,1.230,0.813,0.911
398,1355.802,255,255,255,137.982,42.597,40.526,152.222,0.895,1.051,0.951,0.937
399,1164.450,255,255,255,127.180,39.916,37.144,172.521,0.905,1.075,0.931,0.946
400,1185.452,255,255,255,127.551,39.624,38.092,158.933,0.916,1.040,0.961,0.947
401,1038.437,255,255,255,120.175,37.878,34.907,167.949,0.904,1.085,0.922,0.941
402,1465.480,255,255,255,141.932,43.941,42.463,173.883,0.914,1.035,0.966,0.953
403,1416.475,255,255,255,142.303,43.889,41.092,16.229,0.879,1.068,0.936,0.945
404,1313.798,255,255,255,135.451,42.549,39.314,133.473,0.900,1.082,0.924,0.945
405,1143.447,255,255,255,127.922,38.411,37.903,23.522,0.878,1.013,0.987,0.931
406,1187.785,255,255,255,130.606,40.962,36.921,156.275,0.875,1.109,0.901,0.930
407,1379.138,255,255,255,139.030,42.347,41.466,0.960,0.897,1.021,0.979,0.958
408,1122.445,255,255,255,125.915,40.100,35.640,8.112,0.890,1.125,0.889,0.937
409,963.763,255,255,255,121.070,39.165,31.332,153.751,0.826,1.250,0.800,0.913
410,1096.776,255,255,255,119.804,38.109,36.644,113.556,0.960,1.040,0.962,0.964
411,1057.106,255,255,255,120.699,37.762,35.643,0.258,0.912,1.059,0.944,0.942
412,1148.115,255,255,255,127.180,40.292,36.280,3.000,0.892,1.111,0.900,0.938
413,1341.801,255,255,255,137.241,41.400,41.266,171.718,0.895,1.003,0.997,0.946
414,1383.805,255,255,255,137.611,42.308,41.644,135.391,0.918,1.016,0.984,0.953
415,1029.103,255,255,255,118.909,37.299,35.130,154.824,0.915,1.062,0.942,0.946
416,23.336,255,255,255,16.017,6.413,4.633,180.000,1.000,1.384,0.723,0.909
417,1379.138,255,255,255,137.982,43.376,40.483,125.594,0.910,1.071,0.933,0.945
418,1374.471,255,255,255,136.346,42.054,41.614,139.154,0.929,1.011,0.990,0.955
419,1323.132,255,255,255,135.451,42.135,39.982,152.739,0.906,1.054,0.949,0.947
420,1299.796,255,255,255,138.877,45.363,36.483,161.301,0.847,1.243,0.804,0.929
421,1150.448,255,255,255,125.915,40.086,36.541,132.892,0.912,1.097,0.912,0.951
422,1565.823,255,255,255,151.839,46.034,43.309,167.676,0.853,1.063,0.941,0.929
423,1141.114,255,255,255,126.656,39.921,36.394,132.348,0.894,1.097,0.912,0.937
424,1127.112,255,255,255,126.285,38.704,37.078,173.380,0.888,1.044,0.958,0.938
425,1190.119,255,255,255,129.341,40.126,37.764,158.407,0.894,1.063,0.941,0.937
426,1241.457,255,255,255,132.025,40.503,39.026,153.330,0.895,1.038,0.964,0.945
427,1026.769,255,255,255,119.804,37.855,34.535,176.017,0.899,1.096,0.912,0.943
428,1045.438,255,255,255,119.804,37.767,35.245,163.467,0.915,1.072,0.933,0.949
429,1185.452,255,255,255,129.341,40.301,37.452,145.786,0.890,1.076,0.929,0.942
430,1220.455,255,255,255,129.341,40.635,38.242,1.903,0.917,1.063,0.941,0.949
431,1141.114,255,255,255,125.761,39.620,36.671,22.026,0.907,1.080,0.926,0.937
432,1176.117,255,255,255,128.446,40.562,36.918,153.467,0.896,1.099,0.910,0.953
433,1190.119,255,255,255,128.970,40.090,37.797,125.129,0.899,1.061,0.943,0.939
434,1327.799,255,255,255,137.087,42.870,39.436,156.989,0.888,1.087,0.920,0.936
435,1096.776,255,255,255,123.230,38.231,36.527,138.673,0.908,1.047,0.955,0.940
436,1110.778,255,255,255,132.396,42.718,33.107,146.103,0.796,1.290,0.775,0.915
437,1080.441,255,255,255,123.601,39.160,35.130,140.022,0.889,1.115,0.897,0.927
438,1045.438,255,255,255,119.804,38.458,34.611,162.517,0.915,1.111,0.900,0.944
439,1155.115,255,255,255,126.285,39.099,37.616,154.110,0.910,1.039,0.962,0.944
440,1141.114,255,255,255,125.544,38.207,38.027,27.797,0.910,1.005,0.995,0.957
